date,body,body_slug,motion_no,motion,result,tally,yes,no,mover,seconder,names_recorded,source
2026-02-24,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the proposed rezone and master planned development according to the findings of fact, conclusions of law and conditions of approval found in the staff report with the following added conditions: there be traffic mitigation plan for each phase and overall build out to include UOP and DPRE considerations as allowable, three townhomes provided as attainable but Council will determine final integration of affordable housing, and the exterior of the affordable unit buildings will look the same as the exterior of the market rate",Pass,(6-1),6,1,Eric Sagerman,Spencer Young,true,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated February 10, 2026",Pass,(7-0),7,0,Matthew Nagie,Eric Sagerman,false,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-02-24,Snyderville Basin Planning Commission,snyderville_basin_pc,4,adjourn,Pass,(7-0),7,0,Eric Sagerman,Matthew Nagie,false,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
2026-03-05,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Plat Amendment in the Weber Bend Ranch Subdivision Parcel WBR-5 as outlined in the staff packet pursuant to the following findings of fact, conclusions of law, and conditions of approval",Pass,(5-0),5,0,Bridget Hayes,Seth Bowen,false,land_use/minutes/2026/2026-03-05_eastern_summit_pc.md
2026-03-05,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Minutes as presented for Thursday, February 5, 2026",Pass,(3-0),3,0,David Darcey,Seth Bowen,true,land_use/minutes/2026/2026-03-05_eastern_summit_pc.md
2026-03-05,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes dated February 19, 2026, as presented",Pass,(5-0),5,0,David Darcey,Bridget Hayes,false,land_use/minutes/2026/2026-03-05_eastern_summit_pc.md
2026-03-05,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn.The motion did not receive a second,,,,,David Darcey,,false,land_use/minutes/2026/2026-03-05_eastern_summit_pc.md
2026-03-10,Snyderville Basin Planning Commission,snyderville_basin_pc,1,nominate Spencer Young to serve as Chair Pro Tem,Pass,(5-0),5,0,Tyann Mooney,Eric Sagerman,false,land_use/minutes/2026/2026-03-10_snyderville_basin_pc.md
2026-03-10,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the Warehouse Condominiums Units A & B at 4413 North Forestdale Drive subject to the Findings of Fact, Conclusions of Law and Conditions of Approval found in the staff report",Pass,(5-0),5,0,Eric Sagerman,Matthew Nagie,false,land_use/minutes/2026/2026-03-10_snyderville_basin_pc.md
2026-03-10,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve to amend the plat agreement as proposed for Lots 4 and 5 of the Silver Creek subdivision based on the Findings of Fact, Conclusions of Law and Conditions of Approval",Pass,(5-0),5,0,Tyann Mooney,Eric Sagerman,false,land_use/minutes/2026/2026-03-10_snyderville_basin_pc.md
2026-03-10,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"send a positive recommendation to the County Council to approve the Code Amendments for Section 10-8-2 Sign Regulations subject to the additional conditions of adding 24-hour static language discussed, fewer restrictions for the resorts - specifically exempt traffic and related restrictions for static, no audio on any signage with the exception of drive through signs for ordering purposes, and the addition of the word ""both"" to shielding, and the code enforcement language subject to the findings of fact, conclusions of law and conditions of approval stated",Pass,(5-0),5,0,Eric Sagerman,Matthew Nagie,false,land_use/minutes/2026/2026-03-10_snyderville_basin_pc.md
2026-03-10,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve the minutes from February 24, 2026",Pass,(5-0),5,0,Heather Peteroy,Tyann Mooney,false,land_use/minutes/2026/2026-03-10_snyderville_basin_pc.md
2026-03-10,Snyderville Basin Planning Commission,snyderville_basin_pc,6,adjourn,Pass,(5-0),5,0,Eric Sagerman,Matthew Nagie,false,land_use/minutes/2026/2026-03-10_snyderville_basin_pc.md
2026-03-19,Eastern Summit County Planning Commission,eastern_summit_pc,1,elect David Darcey for Pro Tem Chair for this evening,Pass,(4-0),4,0,Craven Bridget Hayes,Paul Weller,false,land_use/minutes/2026/2026-03-19_eastern_summit_pc.md
2026-03-19,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the subdivision application for Parcel NS-358, subject to the following findings of fact, conclusions of law, and conditions of approval found in the staff report",Pass,(4-0),4,0,Bridget Hayes,Paul Weller,false,land_use/minutes/2026/2026-03-19_eastern_summit_pc.md
2026-03-19,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,,,,,Paul Weller,Seth Bowen,false,land_use/minutes/2026/2026-03-19_eastern_summit_pc.md
2026-03-24,Snyderville Basin Planning Commission,snyderville_basin_pc,1,elect Matthew Nagie to serve as the Commission Chair,Pass,(5-0),5,0,Page Tyann Mooney,Spencer Young,false,land_use/minutes/2026/2026-03-24_snyderville_basin_pc.md
2026-03-24,Snyderville Basin Planning Commission,snyderville_basin_pc,2,elect Spencer Young to serve as the Commission Vice Chair,Pass,(5-0),5,0,Matthew Nagie,Heather Peteroy,false,land_use/minutes/2026/2026-03-24_snyderville_basin_pc.md
2026-03-24,Snyderville Basin Planning Commission,snyderville_basin_pc,3,elect Eric Sagerman to serve as the Commission Vice Chair,,,,,Tyann Mooney,,false,land_use/minutes/2026/2026-03-24_snyderville_basin_pc.md
2026-03-24,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve Conditional Use Permit for 547 Parleys Road based on the findings of fact, conclusions of law and conditions of approval",Pass,(5-0),5,0,Tyann Mooney,Spencer Young,false,land_use/minutes/2026/2026-03-24_snyderville_basin_pc.md
2026-03-24,Snyderville Basin Planning Commission,snyderville_basin_pc,5,adjourn,Pass,(5-0),5,0,Spencer Young,Tyann Mooney,false,land_use/minutes/2026/2026-03-24_snyderville_basin_pc.md
2026-04-02,Eastern Summit County Planning Commission,eastern_summit_pc,1,appoint Alex Peterson as Commission Chair of the Eastern Summit County Planning Commission,Pass,(4-0),4,0,David Darcey,,false,land_use/minutes/2026/2026-04-02_eastern_summit_pc.md
2026-04-02,Eastern Summit County Planning Commission,eastern_summit_pc,2,"appoint David Darcey, Eastern Summit County Planning Commission Vice Chair",Pass,(4-0),4,0,Alex Peterson,Bridget Hayes,false,land_use/minutes/2026/2026-04-02_eastern_summit_pc.md
2026-04-02,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve Conditional Use Permit for a Contractor's Yard,Pass,(4-0),4,0,Bridget Hayes,David Darcey,false,land_use/minutes/2026/2026-04-02_eastern_summit_pc.md
2026-04-02,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve Minutes dated March 5, 2026, as presented",Pass,(4-0),4,0,David Darcey,Paul Weller,false,land_use/minutes/2026/2026-04-02_eastern_summit_pc.md
2026-04-02,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve Adjournment (7:59 PM).The motion did not receive a second,,,,,David Darcey,,false,land_use/minutes/2026/2026-04-02_eastern_summit_pc.md
2026-04-14,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"make a positive recommendation for the Plat Amendment for the Silver Creek Estates Unit Block 9 Lot A Amendment pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",Pass,(5-0),5,0,Craven Heather Peteroy,Tyann Mooney,false,land_use/minutes/2026/2026-04-14_snyderville_basin_pc.md
2026-04-14,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the Minutes from March 10, 2026",Pass,(6-0),6,0,Eric Sagerman,Spencer Young,false,land_use/minutes/2026/2026-04-14_snyderville_basin_pc.md
2026-04-14,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Minutes from March 24, 2026",Pass,(6-0),6,0,Eric Sagerman,Tyann Mooney,false,land_use/minutes/2026/2026-04-14_snyderville_basin_pc.md
2026-04-14,Snyderville Basin Planning Commission,snyderville_basin_pc,4,adjourn,Pass,(6-0),6,0,Spencer Young,Eric Sagerman,false,land_use/minutes/2026/2026-04-14_snyderville_basin_pc.md
2026-04-16,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit to replace 51 existing distribution poles in Eastern Summit County pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report (6:24 PM)",Pass,(4-1),4,1,Bridget Hayes,Paul Wells,true,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md
2026-04-16,Eastern Summit County Planning Commission,eastern_summit_pc,2,adjourn.The motion did not receive a second,,,,,David Darcey,,false,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md
2026-04-28,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicants request for a Conditional Use Permit according to the findings of fact, conclusions of law, and conditions of approval found in the staff report",Pass,(6-0),6,0,Spencer Young,Tyann Mooney,false,land_use/minutes/2026/2026-04-28_snyderville_basin_pc.md
2026-04-28,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the applicants request for a Conditional Use Permit according to the findings of fact, conclusions of law, and conditions of approval as found in the staff report",Pass,(6-0),6,0,Spencer Young,Eric Sagerman,false,land_use/minutes/2026/2026-04-28_snyderville_basin_pc.md
2026-04-28,Snyderville Basin Planning Commission,snyderville_basin_pc,3,adjourn,Pass,(6-0),6,0,Eric Sagerman,Spencer Young,false,land_use/minutes/2026/2026-04-28_snyderville_basin_pc.md
2026-05-07,Eastern Summit County Planning Commission,eastern_summit_pc,1,"move the agenda item and public hearing to a date certain of May 21, 2026",Pass,(4-0),4,0,David Darcey,Bridget Hayes,false,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-07,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve Preliminary Plat of Blue Sky Ranches Amended and Extended Subdivision for a nine (9) lot subdivision, with the following changes to the conditions: on condition number 10, strike out the verbiage discussing construction activities shall occur from December 1st through April 15th to minimize big game disturbance",Pass,(3-1),3,1,David Darcey,Paul Weller,true,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-07,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Manager for the proposed Crescent Villas Condominium Plat located on parcel BSL-1, now as lot 106, with the following change to condition number three striking the issue of no construction activity shall occur from December 1st through April 15th to minimize big game disturbance and all fencing will need to be wildlife friendly",Pass,(4-0),4,0,David Darcey,Paul Weller,false,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-07,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve Minutes dated March 19, 2026, and Minutes dated April 16, 2026",Pass,(4-0),4,0,David Darcey,Bridget Hayes,false,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-07,Eastern Summit County Planning Commission,eastern_summit_pc,5,adjourn,Pass,(4-0),4,0,David Darcey,,false,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md
2026-05-12,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"make a positive recommendation to the county manager for the Vintage on the Strand Phase 3 Ten Units in accordance with the findings of fact, conclusions of law and conditions of approval found in the staff report",Pass,(6-0),6,0,Tyann Mooney,Spencer Young,false,land_use/minutes/2026/2026-05-12_snyderville_basin_pc.md
2026-05-12,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the minutes dated April 28, 2026",Pass,(6-0),6,0,Tyann Mooney,Spencer Young,false,land_use/minutes/2026/2026-05-12_snyderville_basin_pc.md
2026-05-12,Snyderville Basin Planning Commission,snyderville_basin_pc,3,adjourn,Pass,(6-0),6,0,Spencer Young,Eric Sagerman,false,land_use/minutes/2026/2026-05-12_snyderville_basin_pc.md
2026-05-21,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the proposed Conditional Use Permit for parcel WMS-5 pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report",Pass,(5-0),5,0,Bridget Hayes,Paul Weller,false,land_use/minutes/2026/2026-05-21_eastern_summit_pc.md
2026-05-21,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the proposed amendment to the existing Conditional Use Permit for Parcel SS-76-9 pursuant to the findings of fact, modified conditions of approval and conclusions of law found in the staff report",Pass,(5-0),5,0,Bridget Hayes,Seth Bowen,false,land_use/minutes/2026/2026-05-21_eastern_summit_pc.md
2026-05-21,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,,,,,Paul Weller,David Darcey,false,land_use/minutes/2026/2026-05-21_eastern_summit_pc.md
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the plat amendment to adjust the platted building area at 6890 Canyon Drive Court, Park City, Utah, pursuant to the findings of fact, conclusions of law and conditions of approval found in the staff report",Pass,(6-0),6,0,Heather Peteroy,Eric Sagerman,false,land_use/minutes/2026/2026-05-26_snyderville_basin_pc.md
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,2,send a positive recommendation to the County Council for amendments to 10-3-17 of the County Code based on the findings of fact and conclusions of law,Pass,(6-0),6,0,Tyann Mooney,Eric Sagerman,false,land_use/minutes/2026/2026-05-26_snyderville_basin_pc.md
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,3,adjourn,,,,,Eric Sagerman,Peter Van Stee,false,land_use/minutes/2026/2026-05-26_snyderville_basin_pc.md
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"correct her motion from the April 14, 2026, meeting from Silver Creek Estates Unit 1 Block 9 Lot 1 to Silver Creek Estates Unit 1 Block 9 Lot A",Pass,(6-0),6,0,Heather Peteroy,Eric Sagerman,false,land_use/minutes/2026/2026-05-26_snyderville_basin_pc.md
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve the amended minutes from April 14, 2026",Pass,(6-0),6,0,Tyann Mooney,Eric Sagerman,false,land_use/minutes/2026/2026-05-26_snyderville_basin_pc.md
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,6,"approve the minutes dated May 12, 2026",Pass,(6-0),6,0,Eric Sagerman,Peter Van Stee,false,land_use/minutes/2026/2026-05-26_snyderville_basin_pc.md
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,7,adjourn,Pass,(6-0),6,0,Eric Sagerman,Teague Cowley,false,land_use/minutes/2026/2026-05-26_snyderville_basin_pc.md
