ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,n_motion_events,independent_source,minutes_source,linkage_note
2025-20,2025-07-01,2025-07-01,"An ordinance of Ogden City, Utah vacating a portion of Stewart Drive; quit claiming the property within the vacated portion of said street to the abutting property owners as their interests may appear; reserving a right-of- way for all utilities that may now exist in said portion of such street; directing the City Recorder to record this ordinance in the office of the County Recorder; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-06-30/2025-07-01_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2025-07-01,4,within_source,1,,meeting_minutes/minutes/2025/2025-06-30/2025-07-01_city-council-meeting.md,
2025-21,2025-07-08,2025-07-08,"ON A MOTION BY COUNCIL MEMBER RICHEY AND SECONDED BY COUNCIL MEMBER GRAF, ORDINANCE 2025-21 OPTION TWO WAS ADOPTED",meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2025-07-08,3,within_source,1,,meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md,no subject bracket in source; title = verbatim adoption-motion sentence
2025-22,2025-07-08,2025-07-08,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2025 to June 30, 2026 by adjusting the staffing document as detailed in the body of this ordinance. the ordinance neither increases or decreases the anticipated revenues or appropriations of the budget; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2025-07-08,5,within_source,1,,meeting_minutes/minutes/2025/2025-07-07/2025-07-08_city-council-meeting.md,
2025-23,2025-08-19,2025-08-19,"An ordinance of Ogden City, Utah, amending the Zoning Map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Regional Commercial Zone (C-3) property heretofore classified as Limited Manufacturing Zone (M-1), generally located at 155 West 14th Street; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-08-18/2025-08-19_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2025-08-19,2,within_source,2,,meeting_minutes/minutes/2025/2025-08-18/2025-08-19_city-council-meeting.md,"number cited in passing motions on multiple dates: 2025-07-15, 2025-08-19; chose 2025-08-19; subject taken from sibling motion 2025-07-15 (chosen adoption motion had no [ENTITLED] bracket)"
2025-24,2025-07-15,2025-07-15,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 15-13-16.E to revise single-family landscaping requirements; by making technical changes; by amending the index as appropriate; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-07-14/2025-07-15_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-07-15,5,within_source,1,,meeting_minutes/minutes/2025/2025-07-14/2025-07-15_city-council-meeting.md,
2025-25,2025-07-15,2025-07-15,"An ordinance of the City Council of Ogden City, State of Utah, terminating and dissolving certain Redevelopment Project Areas.",meeting_minutes/minutes/2025/2025-07-14/2025-07-15_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-07-15,7,within_source,1,,meeting_minutes/minutes/2025/2025-07-14/2025-07-15_city-council-meeting.md,
2025-28,2025-09-02,2025-09-02,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2025 to June 30, 2026 by increasing the anticipated revenues for a gross increase of $3,342,875 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $3,342,875 as detailed in the body of this ordinance; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/35170,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-28.pdf,no,6-1 Pass,2025-09-02,4,high,1,https://www.ogdencity.gov/DocumentCenter/View/35170,meeting_minutes/minutes/2025/2025-09-01/2025-09-02_city-council-meeting.md,
2025-29,2025-09-16,2025-09-16,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Two-Family and Small Lot Residential Zone/Conditional Overlay Zone (R-2S/CO) property heretofore classified as Single-Family Residential Zone (R-1-6), generally located at 853 7th Street and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-09-15/2025-09-16_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,5-2 Pass,2025-09-16,2,within_source,1,,meeting_minutes/minutes/2025/2025-09-15/2025-09-16_city-council-meeting.md,
2025-30,2025-10-21,2025-10-21,"An ordinance of Ogden City, Utah, amending the Ogden City General Plan by amending the Mt. Lewis Community Plan to provide the zoning option of R-2S for properties generally located at 1514 North Washington Boulevard; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/35790,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-30_31_32_33.pdf,yes,7-0 Pass,2025-10-21,7,high,1,https://www.ogdencity.gov/DocumentCenter/View/35790,meeting_minutes/minutes/2025/2025-10-20/2025-10-21_city-council-meeting.md,
2025-31,2025-10-21,2025-10-21,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Two-Family and Small Lot Residential Zone with Conditional Overlay (R-2S/CO) property heretofore classified as Two-Family Residential Zone (R-2), generally located 1514 North Washington Boulevard; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/35790,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-30_31_32_33.pdf,yes,7-0 Pass,2025-10-21,8,high,1,https://www.ogdencity.gov/DocumentCenter/View/35790,meeting_minutes/minutes/2025/2025-10-20/2025-10-21_city-council-meeting.md,
2025-32,2025-10-21,2025-10-21,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Chapter 4 of Title 9 to remove backflow and cross connection control; by readopting Chapter 4 of Title 9 to adopt cross- connections; to make technical changes; to appropriately revise the index; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/35790,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-30_31_32_33.pdf,no,7-0 Pass,2025-10-21,9,high,1,https://www.ogdencity.gov/DocumentCenter/View/35790,meeting_minutes/minutes/2025/2025-10-20/2025-10-21_city-council-meeting.md,
2025-33,2025-10-21,2025-10-21,"An ordinance of Ogden City, Utah, approving public art projects for Ogden City for Fiscal Year 2026, and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/35790,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-30_31_32_33.pdf,no,7-0 Pass,2025-10-21,4,high,1,https://www.ogdencity.gov/DocumentCenter/View/35790,meeting_minutes/minutes/2025/2025-10-20/2025-10-21_city-council-meeting.md,
2025-34,2025-11-18,2025-11-18,"An ordinance of Ogden City, Utah, amending Section 3-30-4 of the Ogden Municipal Code to remove the sunset provision for the Citizen Advisory Committee; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-11-18,3,within_source,1,,meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,
2025-35,2025-11-18,2025-11-18,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 15-39-8 to adopt new Subsection F to designate uses and standards in the 786 West 24th Street MU Zone; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2025-11-18,4,within_source,1,,meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,
2025-36,2025-11-18,2025-11-18,"An ordinance of Ogden City, Utah, amending the Zoning Map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Mixed Use Zone (MU) property heretofore classified as Single- Family Residential Zone (R-1-5), generally located at 768 West 24th Street; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2025-11-18,5,within_source,1,,meeting_minutes/minutes/2025/2025-11-17/2025-11-18_city-council-meeting.md,
2025-37,2025-12-09,2025-12-09,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Title 5; by adopting a new Chapter 18 to adopt massage business; to make technical changes; to appropriately revise the index; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-12-09,13,within_source,1,,meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council-meeting.md,
2025-38,2025-12-09,2025-12-09,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2025 to June 30, 2026 by increasing the anticipated revenues for a gross increase of $2,218,275 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $2,218,275 as detailed in the body of this ordinance; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-12-09,4,within_source,1,,meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council-meeting.md,
2025-39,2025-12-09,2025-12-09,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Two-Family Residential Zone/Conditional Overlay and 12th Street Corridor Overlay (R-2/CO/12th CO)) property heretofore classified as Single-Family Residential Zone (R-1-6), generally located at 1172 Porter Avenue and 1135 Jefferson Avenue; to reclassify as Two-Family Residential Zone/Conditional Overlay and 12th Street Corridor Overlay (R2/CO/12th CO) property heretofore classified as Two-Family Residential Zone and 12th Street Corridor Overlay (R-2/12th CO), generally located at 1180 Porter Avenue and 584 12th Street; and by providing that this…",meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2025-12-09,7,within_source,1,,meeting_minutes/minutes/2025/2025-12-08/2025-12-09_city-council-meeting.md,
2025-40,2026-02-03,2026-02-03,"An ordinance of Ogden City Utah, amending the Zoning Map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Multiple-Family Residential Zone (R-5) property heretofore classified as Multiple-Family Residential Zone (R-4), generally located 211 Patterson Street; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/37011,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-40.pdf,yes,7-0 Pass,2026-02-03,3,high,1,https://www.ogdencity.gov/DocumentCenter/View/37011,meeting_minutes/minutes/2026/2026-02-02/2026-02-03_city-council-meeting.md,
