year,election_type,office,district,contest,precinct,candidate,votes,suppressed,note
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,EVAN TOBIN,64,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,BROOKE D'SOUSA,146,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN012,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,EVAN TOBIN,153,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,BROOKE D'SOUSA,329,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN013,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,EVAN TOBIN,181,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,BROOKE D'SOUSA,356,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN014,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,EVAN TOBIN,170,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,BROOKE D'SOUSA,389,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN015,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN016,EVAN TOBIN,28,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN016,BROOKE D'SOUSA,98,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN016,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN017,EVAN TOBIN,24,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN017,BROOKE D'SOUSA,54,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN017,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN018,EVAN TOBIN,46,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN018,BROOKE D'SOUSA,76,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN018,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN019,EVAN TOBIN,103,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN019,BROOKE D'SOUSA,225,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN019,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN020,EVAN TOBIN,114,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN020,BROOKE D'SOUSA,248,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN020,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN021,EVAN TOBIN,91,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN021,BROOKE D'SOUSA,187,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN021,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN022,EVAN TOBIN,44,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN022,BROOKE D'SOUSA,131,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN022,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN023,EVAN TOBIN,142,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN023,BROOKE D'SOUSA,312,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN023,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN024,EVAN TOBIN,124,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN024,BROOKE D'SOUSA,285,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN024,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN025,EVAN TOBIN,180,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN025,BROOKE D'SOUSA,317,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN025,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN026,EVAN TOBIN,203,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN026,BROOKE D'SOUSA,315,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN026,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN027,EVAN TOBIN,47,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN027,BROOKE D'SOUSA,96,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN027,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN028,EVAN TOBIN,57,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN028,BROOKE D'SOUSA,124,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN028,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN029,EVAN TOBIN,140,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN029,BROOKE D'SOUSA,284,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN029,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN030,EVAN TOBIN,148,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN030,BROOKE D'SOUSA,268,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN030,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN031,EVAN TOBIN,102,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN031,BROOKE D'SOUSA,217,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN031,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN032,EVAN TOBIN,36,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN032,BROOKE D'SOUSA,81,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN032,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN033,EVAN TOBIN,125,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN033,BROOKE D'SOUSA,268,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN033,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN034,EVAN TOBIN,122,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN034,BROOKE D'SOUSA,303,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN034,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN035,EVAN TOBIN,162,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN035,BROOKE D'SOUSA,331,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN035,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN036,EVAN TOBIN,119,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN036,BROOKE D'SOUSA,284,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN036,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN037,EVAN TOBIN,138,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN037,BROOKE D'SOUSA,275,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN037,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN038,EVAN TOBIN,240,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN038,BROOKE D'SOUSA,304,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN038,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN039,EVAN TOBIN,70,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN039,BROOKE D'SOUSA,100,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN039,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN040,EVAN TOBIN,99,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN040,BROOKE D'SOUSA,188,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN040,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN041,EVAN TOBIN,127,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN041,BROOKE D'SOUSA,314,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN041,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN042,EVAN TOBIN,0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN042,BROOKE D'SOUSA,9,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN042,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN043,EVAN TOBIN,153,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN043,BROOKE D'SOUSA,329,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN043,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN044,EVAN TOBIN,144,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN044,BROOKE D'SOUSA,251,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN044,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN045,EVAN TOBIN,243,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN045,BROOKE D'SOUSA,358,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN045,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN046,EVAN TOBIN,95,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN046,BROOKE D'SOUSA,230,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN046,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN047,EVAN TOBIN,176,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN047,BROOKE D'SOUSA,250,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN047,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN048,EVAN TOBIN,197,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN048,BROOKE D'SOUSA,236,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN048,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN049,EVAN TOBIN,74,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN049,BROOKE D'SOUSA,148,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN049,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN050,EVAN TOBIN,131,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN050,BROOKE D'SOUSA,199,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN050,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN051,EVAN TOBIN,115,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN051,BROOKE D'SOUSA,251,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN051,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN052,EVAN TOBIN,54,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN052,BROOKE D'SOUSA,195,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN052,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN053,EVAN TOBIN,120,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN053,BROOKE D'SOUSA,175,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN053,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN054,EVAN TOBIN,164,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN054,BROOKE D'SOUSA,356,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN054,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN055,EVAN TOBIN,129,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN055,BROOKE D'SOUSA,243,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN055,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN056,EVAN TOBIN,161,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN056,BROOKE D'SOUSA,292,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN056,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN057,EVAN TOBIN,109,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN057,BROOKE D'SOUSA,228,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN057,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN058,EVAN TOBIN,124,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN058,BROOKE D'SOUSA,307,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN058,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN059,EVAN TOBIN,77,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN059,BROOKE D'SOUSA,224,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN059,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN060,EVAN TOBIN,102,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN060,BROOKE D'SOUSA,261,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN060,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN061,EVAN TOBIN,118,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN061,BROOKE D'SOUSA,266,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN061,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN062,EVAN TOBIN,156,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN062,BROOKE D'SOUSA,387,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN062,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN063,EVAN TOBIN,137,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN063,BROOKE D'SOUSA,341,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN063,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN064,EVAN TOBIN,100,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN064,BROOKE D'SOUSA,230,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN064,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN065,EVAN TOBIN,153,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN065,BROOKE D'SOUSA,343,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN065,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,EVAN TOBIN,0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,BROOKE D'SOUSA,0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,EVAN TOBIN,146,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,BROOKE D'SOUSA,91,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,EVAN TOBIN,0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,BROOKE D'SOUSA,1,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,EVAN TOBIN,7,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,BROOKE D'SOUSA,10,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN070,EVAN TOBIN,48,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN070,BROOKE D'SOUSA,148,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN070,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,EVAN TOBIN,2,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,BROOKE D'SOUSA,6,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,EVAN TOBIN,4,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,BROOKE D'SOUSA,6,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,EVAN TOBIN,60,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,BROOKE D'SOUSA,88,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,EVAN TOBIN,2,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,BROOKE D'SOUSA,7,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,EVAN TOBIN,21,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,BROOKE D'SOUSA,46,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,EVAN TOBIN,25,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,BROOKE D'SOUSA,37,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,Write-in (unresolved),0,False,
