date,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,document_id,sha256,filer_type,has_text,has_itemized
2025-01-31,"Stringham, Laurie",County Council,At-Large A,2024,interim,Year-End Financial Disclosure Report 2024,"Stringham, Laurie (Salt Lake County Council At-Large A) — Year-End Financial Disclosure Report 2024",https://ecf-api.easyvoteapp.com/documents/4AAB9188-9EEA-4E7B-A1E4-C403BEBDC4FC/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stringham-Laurie__4AAB9188.pdf,easyvote,4AAB9188-9EEA-4E7B-A1E4-C403BEBDC4FC,bb88590ef3b44082f774853c5abe3bc3595bede2cd1803f2dab59109d63a6f6a,Incumbent,no,no
2024-01-31,"Stringham, Laurie",County Council,At-Large A,2024,interim,Year End 2023,"Stringham, Laurie (Salt Lake County Council At-Large A) — Year End 2023",https://ecf-api.easyvoteapp.com/documents/E583F753-846F-4373-BC78-236034A488E7/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stringham-Laurie__E583F753.pdf,easyvote,E583F753-846F-4373-BC78-236034A488E7,a51b74138b96cd74c81efd5a83926ae773aa0ee8923a025c952057bf4b8d69dc,Incumbent,no,yes
2025-08-05,"Swaby, Nigel",County Council,District 1,2024,interim,Aug5,"Swaby, Nigel (Salt Lake County Council District 1) — Aug5",https://ecf-api.easyvoteapp.com/documents/42BEE885-184C-4409-A3F6-484118AE1A88/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Swaby-Nigel__42BEE885.pdf,easyvote,42BEE885-184C-4409-A3F6-484118AE1A88,8df5d7644c6e75ae6846a64e3d23d598eabc58dd7c8f9e531ed6fe9f617a76cc,Campaign,no,yes
2025-06-06,"Swaby, Nigel",County Council,District 1,2024,interim,Initial Filing,"Swaby, Nigel (Salt Lake County Council District 1) — Initial Filing",https://ecf-api.easyvoteapp.com/documents/E2E30517-D2C9-4C1A-B83F-267668664827/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Swaby-Nigel__E2E30517.pdf,easyvote,E2E30517-D2C9-4C1A-B83F-267668664827,799ba248ad9923a91cda4553be9ff61998068034aa1d29f28a8a2bb06ad53b71,Campaign,no,yes
2025-06-06,"Taggart, Tenille",County Council,District 1,2024,interim,"Financial Disclosure Form June 6, 2025","Taggart, Tenille (Salt Lake County Council District 1) — Financial Disclosure Form June 6, 2025",https://ecf-api.easyvoteapp.com/documents/9B347C4C-2065-4A3A-85F4-0680EE2853AE/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Taggart-Tenille__9B347C4C.pdf,easyvote,9B347C4C-2065-4A3A-85F4-0680EE2853AE,3b23cd5d9f7ee3414bf177b9e44254fbf2697778edde2bf0c74a15125fe03791,Campaign,no,yes
2024-04-05,"Thatcher, Daniel",County Council,District 2,2024,interim,April 5 Interim Report,"Thatcher, Daniel (Salt Lake County Council District 2) — April 5 Interim Report",https://ecf-api.easyvoteapp.com/documents/97F85167-B701-4BEB-938A-FDF8AF9D7F6C/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Thatcher-Daniel__97F85167.pdf,easyvote,97F85167-B701-4BEB-938A-FDF8AF9D7F6C,662c0b871aefd74fa69b4c727af6bf7a5fb227205b72051c490e647e5d4f1117,Campaign,no,yes
2024-06-18,"Thatcher, Daniel",County Council,District 2,2024,interim,June 18 Primary Report,"Thatcher, Daniel (Salt Lake County Council District 2) — June 18 Primary Report",https://ecf-api.easyvoteapp.com/documents/C809D9CA-B26F-4947-B94D-5DE2E5030F19/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Thatcher-Daniel__C809D9CA.pdf,easyvote,C809D9CA-B26F-4947-B94D-5DE2E5030F19,c401ee8fb7089b54ef0b0d7294a93de5346e710f5e1a711d2ded821525327dcb,Campaign,no,yes
2024-09-16,"Theodore, Dea",County Council,District 6,2024,interim,votetheodore1@gmail.com,"Theodore, Dea (Salt Lake County Council District 6) — votetheodore1@gmail.com",https://ecf-api.easyvoteapp.com/documents/008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Theodore-Dea__008DF9A2.pdf,easyvote,008DF9A2-C3AB-4C9E-9C80-BA2BD4D42D14,c0f4870d4b53b3c2cb03dc6e07971f97f00227fd9a48a4178884a4df70b71dcf,Officeholder,no,yes
2024-01-30,"Theodore, Dea",County Council,District 6,2024,interim,Year-End Report,"Theodore, Dea (Salt Lake County Council District 6) — Year-End Report",https://ecf-api.easyvoteapp.com/documents/22D3401A-A1BE-4815-9A76-05632AACACBB/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Theodore-Dea__22D3401A.pdf,easyvote,22D3401A-A1BE-4815-9A76-05632AACACBB,37c21ae4339f266bc42677fd7d1f8b6195b536b52623e8f37fe61ef0587212a6,Officeholder,no,no
2024-06-18,"Theodore, Dea",County Council,District 6,2024,interim,June 2024 Financial Report,"Theodore, Dea (Salt Lake County Council District 6) — June 2024 Financial Report",https://ecf-api.easyvoteapp.com/documents/3055F3DC-3E27-4E60-80D3-AD4F646F0E32/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Theodore-Dea__3055F3DC.pdf,easyvote,3055F3DC-3E27-4E60-80D3-AD4F646F0E32,500703e68289babd723acf42448ab3871d324949a998eb0edd7e23d19166eb35,Officeholder,no,yes
2024-04-03,"Theodore, Dea",County Council,District 6,2024,interim,"April 5, 2024","Theodore, Dea (Salt Lake County Council District 6) — April 5, 2024",https://ecf-api.easyvoteapp.com/documents/431664EB-294D-4225-A41C-3C0890B63DB4/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Theodore-Dea__431664EB.pdf,easyvote,431664EB-294D-4225-A41C-3C0890B63DB4,2ddb8c7140c6abad0611af4456968647bd8d9d621409a4d505c832af85031e37,Officeholder,no,yes
2024-10-29,"Theodore, Dea",County Council,District 6,2024,interim,October 2024,"Theodore, Dea (Salt Lake County Council District 6) — October 2024",https://ecf-api.easyvoteapp.com/documents/D713569A-2D20-4CF7-9DFE-C18805F00973/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Theodore-Dea__D713569A.pdf,easyvote,D713569A-2D20-4CF7-9DFE-C18805F00973,aed6e03f2bf2e8d238da817a38313e274ec52922a3126a02878e9a756a88f632,Officeholder,no,yes
2025-01-31,"Theodore, Dea",County Council,District 6,2024,interim,End of 2024,"Theodore, Dea (Salt Lake County Council District 6) — End of 2024",https://ecf-api.easyvoteapp.com/documents/DB7E2578-E3C2-4DAE-BA1A-704EAAD71493/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Theodore-Dea__DB7E2578.pdf,easyvote,DB7E2578-E3C2-4DAE-BA1A-704EAAD71493,a8678bd270e084fe9a83c955e3f5196e5bca24b813db3fd6837369455e8f619d,Officeholder,no,yes
2024-04-05,"Tracy , Matthew ",County Council,,2024,interim,April  5,"Tracy , Matthew  (County Council District) — April  5",https://ecf-api.easyvoteapp.com/documents/B2A15BBA-11C3-4A49-B096-BF61AF1B29D2/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Tracy-Matthew__B2A15BBA.pdf,easyvote,B2A15BBA-11C3-4A49-B096-BF61AF1B29D2,fe24feae25cd9da7adbbc6688b8d54f3dfdac127e32d751342cc32f89e7e4771,Candidate,no,yes
2025-06-04,"Valdemoros, Ana",County Council,District 1,2024,interim,Midterm Vacancy,"Valdemoros, Ana (Salt Lake County Council District 1) — Midterm Vacancy",https://ecf-api.easyvoteapp.com/documents/9D2B2430-7040-49DB-8588-A294BA8FD7F6/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Valdemoros-Ana__9D2B2430.pdf,easyvote,9D2B2430-7040-49DB-8588-A294BA8FD7F6,3d5d5105ba1e54beeeafaad44e7f684afbd016e31f00250c3838430fcb44d2f5,Campaign,no,yes
2025-06-03,"Valdemoros, Ana",County Council,District 1,2024,interim,Midterm Vacancy,"Valdemoros, Ana (Salt Lake County Council District 1) — Midterm Vacancy",https://ecf-api.easyvoteapp.com/documents/C940EF2C-A62D-4611-9CC3-1F60A3BFC638/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Valdemoros-Ana__C940EF2C.pdf,easyvote,C940EF2C-A62D-4611-9CC3-1F60A3BFC638,a2f02f217572010af127003f5896015962e8418661948025086e6d8b3378c923,Campaign,no,no
2025-12-31,"Wike, Lori",County Council,District 1,2024,interim,LoriWikeFinancialDisclosure,"Wike, Lori (Salt Lake County Council District 1) — LoriWikeFinancialDisclosure",https://ecf-api.easyvoteapp.com/documents/5C520C81-32FB-4E99-BF35-0ADBD0642A1D/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wike-Lori__5C520C81.pdf,easyvote,5C520C81-32FB-4E99-BF35-0ADBD0642A1D,b3035fb318bd9fb086b55e817a8b619b3b38906d42b3e4baf7dd198ec4b48143,Campaign,no,no
2025-06-05,"Wike, Lori",County Council,District 1,2024,interim,LoriWikeFinancialDisclosure,"Wike, Lori (Salt Lake County Council District 1) — LoriWikeFinancialDisclosure",https://ecf-api.easyvoteapp.com/documents/CB99127B-D65E-44CA-A975-1596109B895B/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wike-Lori__CB99127B.pdf,easyvote,CB99127B-D65E-44CA-A975-1596109B895B,c44cd03b09db973a7fa0dfe38fb65a888a87bfb8049b5281828953bd5b89e580,Campaign,no,no
2025-06-19,"Wike, Lori",County Council,District 1,2024,interim,LoriWikeFinancialDisclosure,"Wike, Lori (Salt Lake County Council District 1) — LoriWikeFinancialDisclosure",https://ecf-api.easyvoteapp.com/documents/E59934A7-EDA0-445B-A968-BC0F1785AF8E/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wike-Lori__E59934A7.pdf,easyvote,E59934A7-EDA0-445B-A968-BC0F1785AF8E,1268b6c702bbe00acabfac79394e91af58614876a7d2d75f50e3b51f8f8607fc,Campaign,no,yes
2024-06-26,"Williams, Bruce",Surveyor,,2024,interim,June 18- Amended,"Williams, Bruce (Salt Lake County Surveyor) — June 18- Amended",https://ecf-api.easyvoteapp.com/documents/2AE100D7-674D-46A9-AB7E-D2DC9D5C98D8/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Williams-Bruce__2AE100D7.pdf,easyvote,2AE100D7-674D-46A9-AB7E-D2DC9D5C98D8,fe4136a31468e925758f6156bfd3ee7680fd60204ead01ef9b3e8510d1f1dcfe,Campaign,no,no
2024-04-05,"Williams, Bruce",Surveyor,,2024,interim,April 5,"Williams, Bruce (Salt Lake County Surveyor) — April 5",https://ecf-api.easyvoteapp.com/documents/3A332B44-2965-436C-9A0A-EC4D49F3FC23/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Williams-Bruce__3A332B44.pdf,easyvote,3A332B44-2965-436C-9A0A-EC4D49F3FC23,ab3d914e0a93124234fc1bcc1a3b2db963554e69ac896db4e4c9f589b48e3b04,Campaign,no,no
2024-06-19,"Williams, Bruce",Surveyor,,2024,interim,June 18,"Williams, Bruce (Salt Lake County Surveyor) — June 18",https://ecf-api.easyvoteapp.com/documents/AEE3826B-4AD1-4B12-9653-B376EAB3F091/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Williams-Bruce__AEE3826B.pdf,easyvote,AEE3826B-4AD1-4B12-9653-B376EAB3F091,64a345a6f49fe36ec54ec64a3ee2929df24a9ae583f58ac12b6eb997bf7ac735,Campaign,no,no
2024-09-16,"Wilson, Jennifer",Mayor,,2024,interim,2024-09-16_Wilson_Disclosures_Final,"Wilson, Jennifer (Salt Lake County Mayor) — 2024-09-16_Wilson_Disclosures_Final",https://ecf-api.easyvoteapp.com/documents/12AF73B2-6643-47E6-B516-958E4310E155/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wilson-Jennifer__12AF73B2.pdf,easyvote,12AF73B2-6643-47E6-B516-958E4310E155,c2cc2fe1dda59ac5760da3ed8e12cee34f9516edc9307f85182306723f006ed5,Incumbent,no,no
2024-10-29,"Wilson, Jennifer",Mayor,,2024,interim,2024-10-29_Wilson_General Disclosure,"Wilson, Jennifer (Salt Lake County Mayor) — 2024-10-29_Wilson_General Disclosure",https://ecf-api.easyvoteapp.com/documents/227960FC-A06D-4F54-A714-DFAEB49AC6D2/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wilson-Jennifer__227960FC.pdf,easyvote,227960FC-A06D-4F54-A714-DFAEB49AC6D2,fb0dff63229c86ef9bfcb23026302afbde82e03d9db474c327574446d83fc837,Incumbent,no,no
2024-04-04,"Wilson, Jennifer",Mayor,,2024,interim,2024_03_31_Wilson_April 5 Disclosures,"Wilson, Jennifer (Salt Lake County Mayor) — 2024_03_31_Wilson_April 5 Disclosures",https://ecf-api.easyvoteapp.com/documents/62881832-6008-431E-A0D3-AE94F47F55E2/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wilson-Jennifer__62881832.pdf,easyvote,62881832-6008-431E-A0D3-AE94F47F55E2,0372387338da120c8d9fbbfbb069abcb39bf96dff3bfdfc1922b7867c1097927,Incumbent,no,no
2024-01-31,"Wilson, Jennifer",Mayor,,2024,interim,2023_Wilson_Year-End Financial Disclosures,"Wilson, Jennifer (Salt Lake County Mayor) — 2023_Wilson_Year-End Financial Disclosures",https://ecf-api.easyvoteapp.com/documents/B5D1F91C-DA0E-4D09-8591-8494CAE1D06C/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wilson-Jennifer__B5D1F91C.pdf,easyvote,B5D1F91C-DA0E-4D09-8591-8494CAE1D06C,81a080a6e7b7a6bb5bdcc8fe29c550070fe0f4f7410e3b9b51fc2a4a286ee8e1,Incumbent,no,no
2025-01-31,"Wilson, Jennifer",Mayor,,2024,interim,2024-12-31_Wilson_Year-End Disclosure_Final,"Wilson, Jennifer (Salt Lake County Mayor) — 2024-12-31_Wilson_Year-End Disclosure_Final",https://ecf-api.easyvoteapp.com/documents/CE490FE9-FF54-453E-A1B8-B0ACF0AF1BAC/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wilson-Jennifer__CE490FE9.pdf,easyvote,CE490FE9-FF54-453E-A1B8-B0ACF0AF1BAC,2d419078a37dd94f35b06ef6dd1b711feee06bfe16a93b45e91f84c75cb905cb,Incumbent,no,no
2024-06-18,"Wilson, Jennifer",Mayor,,2024,interim,2024-06-18_Wilson_DIsclosures Final,"Wilson, Jennifer (Salt Lake County Mayor) — 2024-06-18_Wilson_DIsclosures Final",https://ecf-api.easyvoteapp.com/documents/D73EF0AE-1031-42AE-8CED-18A3A20A308D/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Wilson-Jennifer__D73EF0AE.pdf,easyvote,D73EF0AE-1031-42AE-8CED-18A3A20A308D,9649f64b76b13633f38fb11a395e6eadf2cf8043e51e26f231ebbb7bea4abeb2,Incumbent,no,no
2025-04-17,"Winder Newton, Aimee",County Council,District 3,2024,interim,Final 2024 Campaign Finance Disclosure Amended,"Winder Newton, Aimee (Salt Lake County Council District 3) — Final 2024 Campaign Finance Disclosure Amended",https://ecf-api.easyvoteapp.com/documents/08C023D1-6170-416E-B899-B508383BF10C/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Winder-Newton-Aimee__08C023D1.pdf,easyvote,08C023D1-6170-416E-B899-B508383BF10C,be96f5ea0a3289b00ce7cbf574e54047b6e47ddf1aace4ecbee771798ef459ca,Officeholder,no,no
2025-01-13,"Winder Newton, Aimee",County Council,District 3,2024,interim,Final 2024 Campaign Finance Disclosure,"Winder Newton, Aimee (Salt Lake County Council District 3) — Final 2024 Campaign Finance Disclosure",https://ecf-api.easyvoteapp.com/documents/D4CBDF0C-2F25-4BC6-BF48-6E4A6C95AE70/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Winder-Newton-Aimee__D4CBDF0C.pdf,easyvote,D4CBDF0C-2F25-4BC6-BF48-6E4A6C95AE70,091ef17a9da4631f7cd26fa957724c4d81849a4fd4ab6402064cac0e0da6ec83,Officeholder,no,no
2024-01-16,"Winder Newton, Aimee",County Council,District 3,2024,interim,End of year 2023,"Winder Newton, Aimee (Salt Lake County Council District 3) — End of year 2023",https://ecf-api.easyvoteapp.com/documents/DD2DFECB-9D5E-4599-8BAE-06E1800D316B/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Winder-Newton-Aimee__DD2DFECB.pdf,easyvote,DD2DFECB-9D5E-4599-8BAE-06E1800D316B,af93b1767a58f292b17842f0ad8d74f6bc7895db55c5ebe4f4d2e18acb04ce1a,Officeholder,no,no
2026-06-16,"Anderson, Kathleen",County Council,At-Large A,2026,interim,Q2 2026 Financial Disclosure,"Anderson, Kathleen (Salt Lake County Council At-Large A) — Q2 2026 Financial Disclosure",https://ecf-api.easyvoteapp.com/documents/3E1F074A-72A4-441F-9682-6964890C4388/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Anderson-Kathleen__3E1F074A.pdf,easyvote,3E1F074A-72A4-441F-9682-6964890C4388,5b4418a0f5b5ade3184de8d2d9ca6d0f66984ea4b45016e85710136639752c4b,Candidate,no,no
2026-04-06,"Anderson, Kathleen",County Council,At-Large A,2026,interim,Q1 2026 Financial Disclosure,"Anderson, Kathleen (Salt Lake County Council At-Large A) — Q1 2026 Financial Disclosure",https://ecf-api.easyvoteapp.com/documents/8BC04870-EBED-4356-AC7D-68018349DE4E/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Anderson-Kathleen__8BC04870.pdf,easyvote,8BC04870-EBED-4356-AC7D-68018349DE4E,28bf72296722fad22a3ef2a1f67878d6004385c11206dab72ec06179999f270f,Candidate,no,yes
2026-06-16,"Anderson, Kathleen",County Council,At-Large A,2026,interim,Amended Q2 Financial Stmt,"Anderson, Kathleen (Salt Lake County Council At-Large A) — Amended Q2 Financial Stmt",https://ecf-api.easyvoteapp.com/documents/CB7C9267-7A38-4931-9168-631EA1837158/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Anderson-Kathleen__CB7C9267.pdf,easyvote,CB7C9267-7A38-4931-9168-631EA1837158,ab49c88d4b5580f385178695d8add6fc9c0abf15e56855e6b69b2dab2d5416f2,Candidate,no,yes
2026-01-26,"Andrus, Tyler",Assessor,,2026,interim,2025,"Andrus, Tyler (Salt Lake County Assessor) — 2025",https://ecf-api.easyvoteapp.com/documents/1792D5F9-BA72-4E86-BB72-6BE93F34251D/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Andrus-Tyler__1792D5F9.pdf,easyvote,1792D5F9-BA72-4E86-BB72-6BE93F34251D,128231e97b4f7b4a65743b4afd751fc1935f9a3fd83d7f853d206cb3d78794c5,Campaign,no,yes
2026-03-30,"Beglarian, gregory",County Council,At-Large A,2026,interim,finances,"Beglarian, gregory (Salt Lake County Council At-Large A) — finances",https://ecf-api.easyvoteapp.com/documents/83DB3D73-88A8-4C85-9BF1-53707222507B/viewfinalredactedpdf,2026-08-01,text,pdftotext -layout,raw/easyvote/Beglarian-gregory__83DB3D73.pdf,easyvote,83DB3D73-88A8-4C85-9BF1-53707222507B,98763e08a1f680edd36322c05a2beb5e4b575c4d2bfca3128584fd036dc7ce17,Candidate,yes,no
2026-02-20,"Bennion, Chad",Treasurer,,2026,interim,Dissolution,"Bennion, Chad (Salt Lake County Treasurer) — Dissolution",https://ecf-api.easyvoteapp.com/documents/7770B110-41E0-4A4D-870E-AB7A99BCF75F/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bennion-Chad__7770B110.pdf,easyvote,7770B110-41E0-4A4D-870E-AB7A99BCF75F,0ed314618f9c0640775e8e50698629c4da98fc0268789a3e947721186a5d3285,Campaign,no,no
2026-03-31,"Bird, Mike",County Council,District 3,2026,interim,April 6 2026,"Bird, Mike (Salt Lake County Council District 3) — April 6 2026",https://ecf-api.easyvoteapp.com/documents/131607EB-6AD5-436C-A8FA-DDCF7CB72BE6/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bird-Mike__131607EB.pdf,easyvote,131607EB-6AD5-436C-A8FA-DDCF7CB72BE6,f3cf3fee4c5881e24666acc9fdb43595f5e75a11810cda07d992c3e01c0033ed,Candidate,no,yes
2026-06-15,"Bird, Mike",County Council,District 3,2026,interim,June 15,"Bird, Mike (Salt Lake County Council District 3) — June 15",https://ecf-api.easyvoteapp.com/documents/814D7231-B8F0-48E1-B0E6-3B0831B204BE/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bird-Mike__814D7231.pdf,easyvote,814D7231-B8F0-48E1-B0E6-3B0831B204BE,f789bbfb60907dfb5b037c568835c8b5da74b700c93bc664fda5abcf7413d49a,Candidate,no,yes
2026-01-30,"Bradshaw, Arlyn",County Council,District 1,2026,interim,"January 31, 2026","Bradshaw, Arlyn (Salt Lake County Council District 1) — January 31, 2026",https://ecf-api.easyvoteapp.com/documents/927411EB-EEA2-4FAF-9AE8-B16D9B3CDD6A/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Bradshaw-Arlyn__927411EB.pdf,easyvote,927411EB-EEA2-4FAF-9AE8-B16D9B3CDD6A,23a007dd02f11190238f50f65cd67832a3ee23dfbaa119c816a7c894fd7cadba,Campaign,no,no
2026-02-23,"Brown, Deondra",County Council,At-Large C,2026,interim,Primary Report 2024 v2,"Brown, Deondra (Salt Lake County Council At-Large C) — Primary Report 2024 v2",https://ecf-api.easyvoteapp.com/documents/63C42E06-5CA8-4D21-90E3-4BDDA24CD9CF/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Brown-Deondra__63C42E06.pdf,easyvote,63C42E06-5CA8-4D21-90E3-4BDDA24CD9CF,5ffcbaa62b949ca90084a37745991b4daff3bb8322bd45eccf0880d78fbd6749,Campaign,no,yes
2026-06-16,"Caulford, Maleah Bliss",County Council,At-Large,2026,interim,MaleahBliss Campaign filing 2,"Caulford, Maleah Bliss (County Council At-Large) — MaleahBliss Campaign filing 2",https://ecf-api.easyvoteapp.com/documents/D85159AF-7ABA-4E7A-A19D-8F565E8DA3A6/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Caulford-Maleah-Bliss__D85159AF.pdf,easyvote,D85159AF-7ABA-4E7A-A19D-8F565E8DA3A6,a2582ba1d2e76bb35de0dc174e7fc61b2cb1335a0834e2f095b0cc02ee0c3215,Candidate,no,no
2026-04-06,"Caulford, Maleah Bliss",County Council,At-Large,2026,interim,MaleahBliss Campaign filing 1,"Caulford, Maleah Bliss (County Council At-Large) — MaleahBliss Campaign filing 1",https://ecf-api.easyvoteapp.com/documents/D990274C-4951-4EEA-9A8D-24FD1037662E/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Caulford-Maleah-Bliss__D990274C.pdf,easyvote,D990274C-4951-4EEA-9A8D-24FD1037662E,e5f05e5bada3df1a98c361e6035edd749b1998e0b54539e371ed63730de395ab,Candidate,no,yes
2026-01-27,"Chapman, Lannie",Clerk,,2026,interim,Year-End Report 2025,"Chapman, Lannie (Salt Lake County Clerk) — Year-End Report 2025",https://ecf-api.easyvoteapp.com/documents/4BBB6585-E1FB-4370-8ABA-F1B9F105EDD6/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Chapman-Lannie__4BBB6585.pdf,easyvote,4BBB6585-E1FB-4370-8ABA-F1B9F105EDD6,6e7f1ea6df50abeeab3d3a50b3cc827b415c2f1a3980ef255deafd598498ee61,Incumbent,no,yes
2026-04-06,"Chapman, Lannie",Clerk,,2026,interim,First Interim Report,"Chapman, Lannie (Salt Lake County Clerk) — First Interim Report",https://ecf-api.easyvoteapp.com/documents/B447C16E-8EEC-4F42-A646-07B00A655C2D/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Chapman-Lannie__B447C16E.pdf,easyvote,B447C16E-8EEC-4F42-A646-07B00A655C2D,05ed789df938ecfe9389660c96a1a048de0d9346f2285eba47eedd1982626c1e,Incumbent,no,no
