ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,body,n_vote_events,independent_source,minutes_path,note
67 of 2025,2025-10-21,2025-10-21,"Adopt Ordinance 67 of 2025, approving a $40,000 loan for Rich's Grub Houses LLC, doing business as Rich's Burgers N Grub, from the Economic Development Loan Fund.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,6-0 Pass,2025-10-21,12,within_source,Council,1,,minutes/2025/2025-10-20/2025-10-21_council-formal-meeting.md,
68 of 2025,2025-11-18,2025-11-18,"Close the public hearing and adopt Ordinance 68 of 2025, Wildland Urban Interface Fire Code Text Amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2025-11-18,5,within_source,Council,1,,minutes/2025/2025-11-17/2025-11-18_council-formal-meeting.md,
69 of 2025,2025-11-18,2025-11-18,"Adjust item A3 – Elected Officials Transition Costs from $45,000 to $14,440, adopt Ordinance 69 of 2025, including item A3 and the remaining items in the budget amendment as proposed by the administration, including the Scrivener's error correction on item G2 – VOCA Grant Victim Services Police Department, and close the budget amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2025-11-18,6,within_source,Council,1,,minutes/2025/2025-11-17/2025-11-18_council-formal-meeting.md,
70 of 2025,2025-12-02,2025-12-02,"Close the public hearing and adopt Ordinance 70 of 2025, Parking Dimensions and Off-Street Parking Standards Manual Update.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,6-0 Pass,2025-12-02,2,within_source,Council,1,,minutes/2025/2025-12-01/2025-12-02_council-formal-meeting.md,
71 of 2025,2025-12-02,2025-12-02,"Close the public hearing and adopt Ordinance 71 of 2025, Water Conservation and Land Use Element-General Plan Amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,6-0 Pass,2025-12-02,3,within_source,Council,1,,minutes/2025/2025-12-01/2025-12-02_council-formal-meeting.md,
72 of 2025,2025-12-09,2025-12-09,"Adopt Ordinance 72 of 2025, enacting temporary zoning regulations authorizing temporary increase in overnight capacity at the youth homeless resource center at 888 South 400 West.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2025-12-09,5,within_source,Council,1,,minutes/2025/2025-12-08/2025-12-09_council-formal-meeting.md,
73 of 2025,2025-12-09,2025-12-09,"Close the public hearing and adopt Ordinance 73 of 2025, approving Items E-2 Jordan River Restoration & Recreation Project Grant for $666,000 and Item E-3 FY26 Homeless Shelter Cities Mitigation Grant for $3,249,704 as proposed by the Administration, and deferring item E-1 COPS Technology & Equipment Grant – Subaward from Davis County for $224,000 to a future meeting.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,5-2 Pass,2025-12-09,2,within_source,Council,1,,minutes/2025/2025-12-08/2025-12-09_council-formal-meeting.md,
1 of 2026,2026-01-13,2026-01-13,"Adopt Ordinance 1 of 2026, amending the Salt Lake City Consolidated Fee Schedule related to credit card surcharges in the Public Lands Department.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-01-13,4,within_source,Council,1,,minutes/2026/2026-01-12/2026-01-13_council-formal-meeting.md,
2 of 2026,2026-01-20,2026-01-20,"Adopt Ordinance 2 of 2026, amending fees and fee information in the Salt Lake City Consolidated Fee Schedule related to certain fire line fees and implement the full FY26 fire line fee structure upon adoption, with the Department of Public Utilities crediting customers for the per-inch multiplier portion of fire line fees paid from July 1, 2026, through the date of adoption.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-01-20,3,within_source,Council,1,,minutes/2026/2026-01-19/2026-01-20_council-formal-meeting.md,
3 of 2026,2026-02-03,2026-02-03,"Close the public hearing and adopt Ordinance 3 of 2026, Text Amendment – Zoning Administration.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-02-03,4,within_source,Council,1,,minutes/2026/2026-02-02/2026-02-03_council-formal-meeting.md,
4 of 2026,2026-02-03,2026-02-03,"Close the public hearing and adopt Ordinance 4 of 2026 (Budget Amendment No. 4 for FY2025-26), approving specified items and deferring action on remaining items.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-02-03,5,within_source,Council,1,,minutes/2026/2026-02-02/2026-02-03_council-formal-meeting.md,
5 of 2026,2026-02-17,2026-02-17,"Adopt Ordinance 5 of 2026 and the remaining items in the budget amendment as proposed by the Administration, close the budget amendment, and accept the friendly amendment to reallocate $50,000 from the Fisher Mansion Project to City Hall's historic displays (increasing historic displays to $150,000 and decreasing Fisher Mansion to $350,000), with Council intent that the Administration adopt a forward-looking policy on wayfinding signage for Downtown parking.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-02-17,5,within_source,Council,1,,minutes/2026/2026-02-16/2026-02-17_council-formal-meeting.md,
6 of 2026,2026-03-24,2026-03-24,"Close the public hearing and adopt Ordinance 6 of 2026, Alley Vacation – Portion East of 519 East Browning Avenue.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,7-0 Pass,2026-03-24,9,medium,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
7 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 7 of 2026, Disposition of Alleys and Streets Text Amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,6-0 Pass,2026-03-24,14,medium,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
8 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 8 of 2026, amending Title 17 pertaining to limits on daily water use for new commercial, industrial, and institutional developments.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-03-24,22,within_source,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
9 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 9 of 2026, enacting a temporary land use regulation pertaining to the daily water use limits on new commercial, industrial, and institutional developments.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,7-0 Pass,2026-03-24,23,medium,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
10 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 10 of 2026, Fence and Hedge Height Text Amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-03-24,15,within_source,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
11 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 11 of 2026, Rio Grande Master Plan and Zoning Map Amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,7-0 Pass,2026-03-24,16,medium,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
12 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 12 of 2026, Master Plan and Zoning Map Amendment at Approximately 527, 537, and 539 South 400 East.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,7-0 Pass,2026-03-24,17,medium,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
13 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 13 of 2026, amending the text of Title 11 of the Salt Lake City Code pertaining to nuisance private property.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-03-24,18,within_source,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
14 of 2026,2026-03-24,2026-03-24,"Adopt Ordinance 14 of 2026, temporarily closing all or portions of City streets adjacent to the Salt Lake City Temple to mitigate unsafe conditions.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,7-0 Pass,2026-03-24,19,within_source,Council,1,,minutes/2026/2026-03-23/2026-03-24_revised-cra-and-council-formal-meeting.md,
15 of 2026,2026-04-07,2026-04-07,"Adopt Ordinance 15 of 2026, Text Amendment - Expiration of Land Use Approvals",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,7-0 Pass,2026-04-07,4,within_source,Council,1,,minutes/2026/2026-04-06/2026-04-07_council-formal-meeting.md,
16 of 2026,2026-04-21,2026-04-21,"Close the public hearing and adopt Ordinance 16 of 2026, Wilmington Avenue Partial Street Vacation at Approximately 2192 South 2000 East, not requiring the applicant to purchase the vacated property from the City",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,5-0 Pass,2026-04-21,7,within_source,Council,1,,minutes/2026/2026-04-20/2026-04-21_lba-cra-and-council-formal-meeting.md,
17 of 2026,2026-04-21,2026-04-21,"Close the public hearing and adopt Ordinance 17 of 2026, enacting Title 9, Chapter 50 to the Salt Lake City Code, Community Clean Energy Program",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,5-0 Pass,2026-04-21,8,within_source,Council,1,,minutes/2026/2026-04-20/2026-04-21_lba-cra-and-council-formal-meeting.md,
18 of 2026,2026-04-21,2026-04-21,"Adopt Ordinance 18 of 2026, Zoning Map Amendment at Approximately 1073 South Navajo Street",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,5-0 Pass,2026-04-21,10,within_source,Council,1,,minutes/2026/2026-04-20/2026-04-21_lba-cra-and-council-formal-meeting.md,
26 of 2026,2026-06-09,2026-06-09,"Adopt Ordinance 26 of 2026, approving the remaining items and closing Budget Amendment No. 5 for Fiscal Year 2025-26.",https://slc.primegov.com/ (council minutes portal),2026-07-05,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,6-0 Pass,2026-06-09,3,within_source,Council,1,,minutes/2026/2026-06-08/2026-06-09_council-formal-meeting.md,
19 of 2026,2026-05-19,2026-05-19,"Close the public hearing and adopt Ordinance 19 of 2026, Indefinite Closure of 7200 West Between Interstate 80 and California Ave.",https://slc.primegov.com/ (council minutes portal),2026-07-19,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,6-0 Pass,2026-05-19,9,within_source,Council,1,,minutes/2026/2026-05-18/2026-05-19_lba-cra-and-council-formal-meeting.md,
20 of 2026,2026-05-19,2026-05-19,"Close the public hearing and adopt Ordinance 20 of 2026, Indefinite Closure of 200 South Between Montgomery Street and Approximately 1640 West.",https://slc.primegov.com/ (council minutes portal),2026-07-19,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,6-0 Pass,2026-05-19,10,within_source,Council,1,,minutes/2026/2026-05-18/2026-05-19_lba-cra-and-council-formal-meeting.md,
21 of 2026,2026-05-19,2026-05-19,"Close the public hearing and adopt Ordinance 21 of 2026, Lost and Mislaid Property at Airports Text Amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-19,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,6-0 Pass,2026-05-19,11,within_source,Council,1,,minutes/2026/2026-05-18/2026-05-19_lba-cra-and-council-formal-meeting.md,
22 of 2026,2026-05-19,2026-05-19,"Adopt Ordinance 22 of 2026, Fortune Road Partial Street Vacation.",https://slc.primegov.com/ (council minutes portal),2026-07-19,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,6-0 Pass,2026-05-19,14,within_source,Council,1,,minutes/2026/2026-05-18/2026-05-19_lba-cra-and-council-formal-meeting.md,
23 of 2026,2026-05-19,2026-05-19,"Adopt Ordinance 23 of 2026, Mansel Manor Zoning Map Amendment.",https://slc.primegov.com/ (council minutes portal),2026-07-19,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,6-0 Pass,2026-05-19,15,within_source,Council,1,,minutes/2026/2026-05-18/2026-05-19_lba-cra-and-council-formal-meeting.md,
24 of 2026,2026-05-19,2026-05-19,"Adopt Ordinance 24 of 2026, Zoning Map Amendment at Approximately 2260, 2270, and 2290 East 1300 South.",https://slc.primegov.com/ (council minutes portal),2026-07-19,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,yes,6-0 Pass,2026-05-19,16,within_source,Council,1,,minutes/2026/2026-05-18/2026-05-19_lba-cra-and-council-formal-meeting.md,
25 of 2026,2026-06-02,2026-06-02,"Close the public hearing and adopt Ordinance 25 of 2026, approving Item A-2: Inland Port Related Police Expenses and Revenues, and defer action on the remaining items.",https://slc.primegov.com/ (council minutes portal),2026-07-19,text,reconstructed from meeting_minutes council motion text (PrimeGov minutes),,no,6-0 Pass,2026-06-02,7,within_source,Council,1,,minutes/2026/2026-06-01/2026-06-02_lba-cra-and-council-formal-meeting.md,
