EventItemId,EventItemEventId,EventBodyId,EventItemAgendaSequence,EventItemMinutesSequence,EventItemAgendaNumber,EventItemTitle,EventItemMatterId,EventItemMatterFile,EventItemMatterType,EventItemMatterStatus,EventItemActionName,EventItemMover,EventItemSeconder,EventItemPassedFlag,EventItemPassedFlagName,EventItemRollCallFlag,EventItemConsent
36491,1794,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
36492,1794,140,5,5,5:15 PM,EXECUTIVE SESSION,,,,,,,,,,0,0
36493,1794,140,7,7,7:15 PM,REGULAR SESSION,,,,,,,,,,0,0
36494,1794,140,8,8,,Welcome,,,,,,,,,,0,0
36495,1794,140,9,9,,Pledge of Allegiance,,,,,,,,,,0,0
36496,1794,140,10,10,,Introductions,,,,,,,,,,1,0
36498,1794,140,11,11,,Public Hearings,,,,,,,,,,0,0
36499,1794,140,14,14,,Public Meeting Items,,,,,,,,,,0,0
36508,1794,140,22,22,,Administrative Business,,,,,,,,,,0,0
36509,1794,140,23,23,,1. Minutes,,,,,,,,,,0,0
36510,1794,140,25,25,,2. Sandy City Development Report,,,,,,,,,,0,0
36511,1794,140,27,27,,3. Director's Report,,,,,,,,,,0,0
36524,1794,140,28,28,,Adjournment,,,,,,,,,,0,0
36525,1794,140,29,29,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
36538,1794,140,12,12,1.,"Amendments to Title 21 of the Land Development Code related to Violations, Enforcement and Penalties in the Sensitive Area Overlay Zone",5529,CA08252023-0006593,Planning Item,Passed,approved,David Hart,Dave Bromley,1,Pass,0,0
36607,1795,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
36608,1795,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_YWbEFpXPSR2eUAOUhTClOA

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/86871165109
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/kddmUHqTFC
    
Webinar ID: 868 7116 5109 


Passcode: 247791",,,,,,,,,,0,0
36609,1795,140,10,10,1.,"Middle Deer Hollow Annexation (R-1-40A Zone)
3160 E. - 3295 E. Deer Hollow Drive
[Community #29]",5531,ANEX08022023-006579(PC),Planning Item,Passed,approved,Dave Bromley,Cameron Duncan,1,Pass,0,0
36612,1795,140,11,11,2.,Amendments to Title 21 of the Land Development Code related to Mixed Use Development,5550,CA09082023-0006607,Planning Item,Tabled,tabled,Cameron Duncan,Ron Mortimer,1,Pass,0,0
36613,1795,140,4,4,,Map,5551,23-365,Informational Report,Agenda Ready,,,,,,0,0
36614,1795,140,17,17,,Minutes from September 7th Meeting,5552,23-366,Informational Report,Agenda Ready,,,,,,0,0
36615,1795,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
36617,1795,140,5,5,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
36618,1795,140,6,6,,Welcome,,,,,,,,,,0,0
36619,1795,140,8,8,,Pledge of Allegiance,,,,,,,,,,0,0
36620,1795,140,7,,,Introductions,,,,,,,,,,1,0
36622,1795,140,9,9,,Public Hearings,,,,,,,,,,0,0
36623,1795,140,13,13,3.,"Learning to Love Dance (Conditional Use Permit - Category II Home Occupation)
2167 E. 11620 S. 
[Community #27]",5548,CUP08032023-006581,Planning Item,Passed,approved,Cameron Duncan,Dave Bromley,1,Pass,0,0
36624,1795,140,12,12,,Public Meeting Items,,,,,,,,,,0,0
36626,1795,140,14,14,4.,"SLC Automotive (Conditional Use Permit)
168 W. 9240 S.
[Civic Center, Community #2]",5547,CUP08072023-006582,Planning Item,Passed,approved,Ron Mortimer,Dave Bromley,1,Pass,0,0
36629,1795,140,15,15,,Administrative Business,,,,,,,,,,0,0
36631,1795,140,16,16,,1. Minutes,,,,,,,,,,0,0
36632,1795,140,18,18,,2. Sandy City Development Report,,,,,,,,,,0,0
36634,1795,140,19,19,,3. Director's Report,,,,,,,,,,0,0
36641,1795,140,20,20,,Adjournment,,,,,,,,,,0,0
36642,1795,140,21,21,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
36948,1795,140,,7,,Introductions,,,,,,,,,,1,0
36951,1796,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
36952,1796,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_HphrGD2SQyywpo__4J4AUA

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/83147615285
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/kb5hUq12hk
    
Webinar ID: 831 4761 5285


Passcode: 502807",,,,,,,,,,0,0
36955,1796,140,10,10,2.,"South Towne Center Mall Subdivision 2nd Amended (Commercial Subdivision Amendment)
10450 S. State Street
[Commercial Area, Community #9]",5563,SUB08302023-006600,Planning Item,Passed,approved,Cameron Duncan,David Hart,1,Pass,0,0
36956,1796,140,17,17,,Development Report,5576,23-395,Informational Report,Agenda Ready,,,,,,0,0
36957,1796,140,15,15,,Minutes,5577,23-396,Informational Report,Agenda Ready,,,,,,0,0
36958,1796,140,11,11,7:25 PM,WORK SESSION,,,,,,,,,,0,0
36959,1796,140,3,3,5:15 PM,EXECUTIVE SESSION,,,,,,,,,,0,0
36960,1796,140,5,5,7:15 PM,REGULAR SESSION,,,,,,,,,,0,0
36961,1796,140,6,6,,Welcome,,,,,,,,,,0,0
36962,1796,140,8,8,,Pledge of Allegiance,,,,,,,,,,1,0
36963,1796,140,7,7,,Introductions,,,,,,,,,,0,0
36966,1796,140,9,9,,Public Meeting Items,,,,,,,,,,0,0
36968,1796,140,12,12,3.,"Sego Lily and 1300 East Mixed Use Development (Conditional Use Permit)
10165 S. 1300 E.
(Community #17, Willow Canyon)",5562,CUP12282021-006239 (WS),Planning Item,Held,continued,,,,,0,0
36970,1796,140,13,13,,Administrative Business,,,,,,,,,,0,0
36971,1796,140,14,14,,1. Minutes,,,,,,,,,,0,0
36972,1796,140,16,16,,2. Sandy City Development Report,,,,,,,,,,0,0
36973,1796,140,18,18,,3. Director's Report,,,,,,,,,,0,0
36979,1796,140,19,19,,Adjournment,,,,,,,,,,0,0
36980,1796,140,20,20,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
37015,1796,140,4,4,1.,General Plan Update Discussion,5583,23-402,Informational Report,Agenda Ready,,,,,,0,0
37097,1797,140,1,1,,,,,,,,,,,,0,0
37133,1798,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
37134,1798,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_PvcQ6JoPR_6NT-e_JFz7EA

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/87555282039
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/kbRCWIQbiJ
    
Webinar ID: 875 5528 2039
Passcode: 291193",,,,,,,,,,0,0
37135,1798,140,11,11,1.,"Amendments to Title 21 of the Land Development Code, Chapter 19, Special Development (SD) Districts, Section 20, SD (Carnation) -10600 S. 1000 E.",5605,CA09062023-0006605,Planning Item,Passed,approved,David Hart,Jamie Tsandes,1,Pass,0,0
37138,1798,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
37139,1798,140,5,5,4:30 PM,EXECUTIVE SESSION - General Plan Discussion,,,,,,,,,,0,0
37140,1798,140,6,6,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
37141,1798,140,7,7,,Welcome,,,,,,,,,,0,0
37142,1798,140,9,9,,Pledge of Allegiance,,,,,,,,,,0,0
37143,1798,140,8,8,,Introductions,,,,,,,,,,1,0
37145,1798,140,10,10,,Public Hearings,,,,,,,,,,0,0
37146,1798,140,12,12,,Public Meeting Items,,,,,,,,,,0,0
37148,1798,140,13,13,2.,"Juicy Automotive Details (Conditional Use Permit)
8650 S. 700 E. 
[Community #4, Historic Sandy]",5608,CUP09162023-006611,Planning Item,Passed,approved,Dave Bromley,Steven Wrigley,1,Pass,0,0
37149,1798,140,14,14,3.,"The Wonder Toddlers (Category II Home Occupation Conditional Use Permit)
112 E. 8680 S.
[Community #4, Historic Sandy]",5609,CUP09052023-006603,Planning Item,Passed,approved,David Hart,Dave Bromley,1,Pass,0,0
37150,1798,140,15,15,,Administrative Business,,,,,,,,,,0,0
37151,1798,140,16,16,,1. Minutes,,,,,,,,,,0,0
37152,1798,140,18,18,,2. Sandy City Development Report,,,,,,,,,,0,0
37153,1798,140,20,20,,3. Director's Report,,,,,,,,,,0,0
37157,1798,140,21,21,,Adjournment,,,,,,,,,,0,0
37158,1798,140,22,22,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
