year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2025,municipal general,Council,St George City Council,0038,27STG:01,MICHELLE TANNER,120
2025,municipal general,Council,St George City Council,0038,27STG:01,NATALIE LARSEN,136
2025,municipal general,Council,St George City Council,0039,27STG:02,GREG ALDRED,120
2025,municipal general,Council,St George City Council,0039,27STG:02,JAMI LEAVITT,100
2025,municipal general,Council,St George City Council,0039,27STG:02,MICHELLE TANNER,140
2025,municipal general,Council,St George City Council,0039,27STG:02,NATALIE LARSEN,123
2025,municipal general,Council,St George City Council,0040,27STG:03,GREG ALDRED,126
2025,municipal general,Council,St George City Council,0040,27STG:03,JAMI LEAVITT,146
2025,municipal general,Council,St George City Council,0040,27STG:03,MICHELLE TANNER,151
2025,municipal general,Council,St George City Council,0040,27STG:03,NATALIE LARSEN,155
2025,municipal general,Council,St George City Council,0041,27STG:04,GREG ALDRED,132
2025,municipal general,Council,St George City Council,0041,27STG:04,JAMI LEAVITT,153
2025,municipal general,Council,St George City Council,0041,27STG:04,MICHELLE TANNER,171
2025,municipal general,Council,St George City Council,0041,27STG:04,NATALIE LARSEN,165
2025,municipal general,Council,St George City Council,0042,27STG:05,GREG ALDRED,72
2025,municipal general,Council,St George City Council,0042,27STG:05,JAMI LEAVITT,122
2025,municipal general,Council,St George City Council,0042,27STG:05,MICHELLE TANNER,108
2025,municipal general,Council,St George City Council,0042,27STG:05,NATALIE LARSEN,117
2025,municipal general,Council,St George City Council,0043,27STG:06,GREG ALDRED,106
2025,municipal general,Council,St George City Council,0043,27STG:06,JAMI LEAVITT,98
2025,municipal general,Council,St George City Council,0043,27STG:06,MICHELLE TANNER,168
2025,municipal general,Council,St George City Council,0043,27STG:06,NATALIE LARSEN,174
2025,municipal general,Council,St George City Council,0044,27STG:07,GREG ALDRED,160
2025,municipal general,Council,St George City Council,0044,27STG:07,JAMI LEAVITT,227
2025,municipal general,Council,St George City Council,0044,27STG:07,MICHELLE TANNER,275
2025,municipal general,Council,St George City Council,0044,27STG:07,NATALIE LARSEN,330
2025,municipal general,Council,St George City Council,0045,27STG:08,GREG ALDRED,147
2025,municipal general,Council,St George City Council,0045,27STG:08,JAMI LEAVITT,132
2025,municipal general,Council,St George City Council,0045,27STG:08,MICHELLE TANNER,251
2025,municipal general,Council,St George City Council,0045,27STG:08,NATALIE LARSEN,222
2025,municipal general,Council,St George City Council,0046,27STG:09,GREG ALDRED,95
2025,municipal general,Council,St George City Council,0046,27STG:09,JAMI LEAVITT,154
2025,municipal general,Council,St George City Council,0046,27STG:09,MICHELLE TANNER,206
2025,municipal general,Council,St George City Council,0046,27STG:09,NATALIE LARSEN,229
2025,municipal general,Council,St George City Council,0047,27STG:10,GREG ALDRED,152
2025,municipal general,Council,St George City Council,0047,27STG:10,JAMI LEAVITT,157
2025,municipal general,Council,St George City Council,0047,27STG:10,MICHELLE TANNER,239
2025,municipal general,Council,St George City Council,0047,27STG:10,NATALIE LARSEN,313
2025,municipal general,Council,St George City Council,0048,27STG:11,GREG ALDRED,139
2025,municipal general,Council,St George City Council,0048,27STG:11,JAMI LEAVITT,192
2025,municipal general,Council,St George City Council,0048,27STG:11,MICHELLE TANNER,225
2025,municipal general,Council,St George City Council,0048,27STG:11,NATALIE LARSEN,233
2025,municipal general,Council,St George City Council,0049,27STG:12,GREG ALDRED,131
2025,municipal general,Council,St George City Council,0049,27STG:12,JAMI LEAVITT,166
2025,municipal general,Council,St George City Council,0049,27STG:12,MICHELLE TANNER,214
2025,municipal general,Council,St George City Council,0049,27STG:12,NATALIE LARSEN,240
2025,municipal general,Council,St George City Council,0050,27STG:13,GREG ALDRED,135
2025,municipal general,Council,St George City Council,0050,27STG:13,JAMI LEAVITT,223
2025,municipal general,Council,St George City Council,0050,27STG:13,MICHELLE TANNER,235
2025,municipal general,Council,St George City Council,0050,27STG:13,NATALIE LARSEN,255
2025,municipal general,Council,St George City Council,0051,27STG:14,GREG ALDRED,155
2025,municipal general,Council,St George City Council,0051,27STG:14,JAMI LEAVITT,167
2025,municipal general,Council,St George City Council,0051,27STG:14,MICHELLE TANNER,295
2025,municipal general,Council,St George City Council,0051,27STG:14,NATALIE LARSEN,377
2025,municipal general,Council,St George City Council,0052,27STG:15,GREG ALDRED,137
2025,municipal general,Council,St George City Council,0052,27STG:15,JAMI LEAVITT,177
2025,municipal general,Council,St George City Council,0052,27STG:15,MICHELLE TANNER,266
2025,municipal general,Council,St George City Council,0052,27STG:15,NATALIE LARSEN,294
2025,municipal general,Council,St George City Council,0053,27STG:16,GREG ALDRED,174
2025,municipal general,Council,St George City Council,0053,27STG:16,JAMI LEAVITT,173
2025,municipal general,Council,St George City Council,0053,27STG:16,MICHELLE TANNER,245
2025,municipal general,Council,St George City Council,0053,27STG:16,NATALIE LARSEN,244
2025,municipal general,Council,St George City Council,0054,27STG:17,GREG ALDRED,101
2025,municipal general,Council,St George City Council,0054,27STG:17,JAMI LEAVITT,103
2025,municipal general,Council,St George City Council,0054,27STG:17,MICHELLE TANNER,135
2025,municipal general,Council,St George City Council,0054,27STG:17,NATALIE LARSEN,159
2025,municipal general,Council,St George City Council,0055,27STG:18,GREG ALDRED,101
2025,municipal general,Council,St George City Council,0055,27STG:18,JAMI LEAVITT,127
2025,municipal general,Council,St George City Council,0055,27STG:18,MICHELLE TANNER,155
2025,municipal general,Council,St George City Council,0055,27STG:18,NATALIE LARSEN,168
2025,municipal general,Council,St George City Council,0056,27STG:19,GREG ALDRED,93
2025,municipal general,Council,St George City Council,0056,27STG:19,JAMI LEAVITT,146
2025,municipal general,Council,St George City Council,0056,27STG:19,MICHELLE TANNER,168
2025,municipal general,Council,St George City Council,0056,27STG:19,NATALIE LARSEN,212
2025,municipal general,Council,St George City Council,0057,27STG:20,GREG ALDRED,64
2025,municipal general,Council,St George City Council,0057,27STG:20,JAMI LEAVITT,86
2025,municipal general,Council,St George City Council,0057,27STG:20,MICHELLE TANNER,182
2025,municipal general,Council,St George City Council,0057,27STG:20,NATALIE LARSEN,215
2025,municipal general,Council,St George City Council,0058,27STG:21,GREG ALDRED,110
2025,municipal general,Council,St George City Council,0058,27STG:21,JAMI LEAVITT,131
2025,municipal general,Council,St George City Council,0058,27STG:21,MICHELLE TANNER,243
2025,municipal general,Council,St George City Council,0058,27STG:21,NATALIE LARSEN,220
2025,municipal general,Council,St George City Council,0059,27STG:22,GREG ALDRED,83
2025,municipal general,Council,St George City Council,0059,27STG:22,JAMI LEAVITT,138
2025,municipal general,Council,St George City Council,0059,27STG:22,MICHELLE TANNER,149
2025,municipal general,Council,St George City Council,0059,27STG:22,NATALIE LARSEN,146
2025,municipal general,Council,St George City Council,0060,27STG:23,GREG ALDRED,105
2025,municipal general,Council,St George City Council,0060,27STG:23,JAMI LEAVITT,120
2025,municipal general,Council,St George City Council,0060,27STG:23,MICHELLE TANNER,179
2025,municipal general,Council,St George City Council,0060,27STG:23,NATALIE LARSEN,162
2025,municipal general,Council,St George City Council,0061,27STG:24,GREG ALDRED,67
2025,municipal general,Council,St George City Council,0061,27STG:24,JAMI LEAVITT,91
2025,municipal general,Council,St George City Council,0061,27STG:24,MICHELLE TANNER,134
2025,municipal general,Council,St George City Council,0061,27STG:24,NATALIE LARSEN,129
2025,municipal general,Council,St George City Council,0062,27STG:25,GREG ALDRED,113
2025,municipal general,Council,St George City Council,0062,27STG:25,JAMI LEAVITT,143
2025,municipal general,Council,St George City Council,0062,27STG:25,MICHELLE TANNER,252
2025,municipal general,Council,St George City Council,0062,27STG:25,NATALIE LARSEN,226
2025,municipal general,Council,St George City Council,0063,27STG:26,GREG ALDRED,115
2025,municipal general,Council,St George City Council,0063,27STG:26,JAMI LEAVITT,158
2025,municipal general,Council,St George City Council,0063,27STG:26,MICHELLE TANNER,260
2025,municipal general,Council,St George City Council,0063,27STG:26,NATALIE LARSEN,250
2025,municipal general,Council,St George City Council,0064,27STG:27,GREG ALDRED,264
2025,municipal general,Council,St George City Council,0064,27STG:27,JAMI LEAVITT,254
2025,municipal general,Council,St George City Council,0064,27STG:27,MICHELLE TANNER,252
2025,municipal general,Council,St George City Council,0064,27STG:27,NATALIE LARSEN,287
2025,municipal general,Council,St George City Council,0065,27STG:28,GREG ALDRED,290
2025,municipal general,Council,St George City Council,0065,27STG:28,JAMI LEAVITT,265
2025,municipal general,Council,St George City Council,0065,27STG:28,MICHELLE TANNER,396
2025,municipal general,Council,St George City Council,0065,27STG:28,NATALIE LARSEN,399
2025,municipal general,Council,St George City Council,0066,27STG:29,GREG ALDRED,222
2025,municipal general,Council,St George City Council,0066,27STG:29,JAMI LEAVITT,191
2025,municipal general,Council,St George City Council,0066,27STG:29,MICHELLE TANNER,226
2025,municipal general,Council,St George City Council,0066,27STG:29,NATALIE LARSEN,238
2025,municipal general,Council,St George City Council,0067,27STG:30,GREG ALDRED,247
2025,municipal general,Council,St George City Council,0067,27STG:30,JAMI LEAVITT,193
2025,municipal general,Council,St George City Council,0067,27STG:30,MICHELLE TANNER,257
2025,municipal general,Council,St George City Council,0067,27STG:30,NATALIE LARSEN,264
2025,municipal general,Council,St George City Council,0068,27STG:31,GREG ALDRED,108
2025,municipal general,Council,St George City Council,0068,27STG:31,JAMI LEAVITT,115
2025,municipal general,Council,St George City Council,0068,27STG:31,MICHELLE TANNER,151
2025,municipal general,Council,St George City Council,0068,27STG:31,NATALIE LARSEN,131
2025,municipal general,Council,St George City Council,0069,27STG:32,GREG ALDRED,95
2025,municipal general,Council,St George City Council,0069,27STG:32,JAMI LEAVITT,147
2025,municipal general,Council,St George City Council,0069,27STG:32,MICHELLE TANNER,157
2025,municipal general,Council,St George City Council,0069,27STG:32,NATALIE LARSEN,170
2025,municipal general,Council,St George City Council,0070,27STG:33,GREG ALDRED,107
2025,municipal general,Council,St George City Council,0070,27STG:33,JAMI LEAVITT,142
2025,municipal general,Council,St George City Council,0070,27STG:33,MICHELLE TANNER,197
2025,municipal general,Council,St George City Council,0070,27STG:33,NATALIE LARSEN,215
2025,municipal general,Council,St George City Council,0071,27STG:34,GREG ALDRED,157
2025,municipal general,Council,St George City Council,0071,27STG:34,JAMI LEAVITT,208
2025,municipal general,Council,St George City Council,0071,27STG:34,MICHELLE TANNER,235
2025,municipal general,Council,St George City Council,0071,27STG:34,NATALIE LARSEN,227
2025,municipal general,Council,St George City Council,0072,27STG:35,GREG ALDRED,137
2025,municipal general,Council,St George City Council,0072,27STG:35,JAMI LEAVITT,121
2025,municipal general,Council,St George City Council,0072,27STG:35,MICHELLE TANNER,214
2025,municipal general,Council,St George City Council,0072,27STG:35,NATALIE LARSEN,184
2025,municipal general,Council,St George City Council,0073,27STG:36,GREG ALDRED,131
2025,municipal general,Council,St George City Council,0073,27STG:36,JAMI LEAVITT,147
2025,municipal general,Council,St George City Council,0073,27STG:36,MICHELLE TANNER,181
2025,municipal general,Council,St George City Council,0073,27STG:36,NATALIE LARSEN,178
2025,municipal general,Council,St George City Council,0074,27STG:37,GREG ALDRED,97
2025,municipal general,Council,St George City Council,0074,27STG:37,JAMI LEAVITT,139
2025,municipal general,Council,St George City Council,0074,27STG:37,MICHELLE TANNER,159
2025,municipal general,Council,St George City Council,0074,27STG:37,NATALIE LARSEN,179
2025,municipal general,Council,St George City Council,0075,27STG:38,GREG ALDRED,94
2025,municipal general,Council,St George City Council,0075,27STG:38,JAMI LEAVITT,91
2025,municipal general,Council,St George City Council,0075,27STG:38,MICHELLE TANNER,131
2025,municipal general,Council,St George City Council,0075,27STG:38,NATALIE LARSEN,143
2025,municipal general,Council,St George City Council,0076,27STG:39,GREG ALDRED,58
2025,municipal general,Council,St George City Council,0076,27STG:39,JAMI LEAVITT,90
2025,municipal general,Council,St George City Council,0076,27STG:39,MICHELLE TANNER,101
2025,municipal general,Council,St George City Council,0076,27STG:39,NATALIE LARSEN,115
2025,municipal general,Council,St George City Council,0077,27STG:40,GREG ALDRED,98
2025,municipal general,Council,St George City Council,0077,27STG:40,JAMI LEAVITT,111
2025,municipal general,Council,St George City Council,0077,27STG:40,MICHELLE TANNER,149
2025,municipal general,Council,St George City Council,0077,27STG:40,NATALIE LARSEN,157
2025,municipal general,Council,St George City Council,0078,27STG:41,GREG ALDRED,77
2025,municipal general,Council,St George City Council,0078,27STG:41,JAMI LEAVITT,89
2025,municipal general,Council,St George City Council,0078,27STG:41,MICHELLE TANNER,116
2025,municipal general,Council,St George City Council,0078,27STG:41,NATALIE LARSEN,148
2025,municipal general,Council,St George City Council,0079,27STG:42,GREG ALDRED,106
2025,municipal general,Council,St George City Council,0079,27STG:42,JAMI LEAVITT,129
2025,municipal general,Council,St George City Council,0079,27STG:42,MICHELLE TANNER,131
2025,municipal general,Council,St George City Council,0079,27STG:42,NATALIE LARSEN,159
2025,municipal general,Council,St George City Council,0080,27STG:43,GREG ALDRED,126
2025,municipal general,Council,St George City Council,0080,27STG:43,JAMI LEAVITT,180
2025,municipal general,Council,St George City Council,0080,27STG:43,MICHELLE TANNER,225
2025,municipal general,Council,St George City Council,0080,27STG:43,NATALIE LARSEN,239
2025,municipal general,Council,St George City Council,0081,27STG:44,GREG ALDRED,148
2025,municipal general,Council,St George City Council,0081,27STG:44,JAMI LEAVITT,173
2025,municipal general,Council,St George City Council,0081,27STG:44,MICHELLE TANNER,196
2025,municipal general,Council,St George City Council,0081,27STG:44,NATALIE LARSEN,201
2025,municipal general,Council,St George City Council,0082,27STG:45,GREG ALDRED,81
2025,municipal general,Council,St George City Council,0082,27STG:45,JAMI LEAVITT,93
2025,municipal general,Council,St George City Council,0082,27STG:45,MICHELLE TANNER,147
2025,municipal general,Council,St George City Council,0082,27STG:45,NATALIE LARSEN,130
