session,bill_no,title,sponsor,relevance,bill_url
2024GS,SB0236,Highway Designation Amendments,"Sen. Hinkins, D.",,https://le.utah.gov/~2024/bills/static/SB0236.html
2024GS,SB0237,Towing Modifications,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0237.html
2024GS,SB0238,Independent Contractor Benefits Tax Credit Amendments,"Sen. Johnson, J.",,https://le.utah.gov/~2024/bills/static/SB0238.html
2024GS,SB0239,Nurse Anesthetist Prescribing Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0239.html
2024GS,SB0240,Government Records Access and Management Act Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0240.html
2024GS,SB0241,State Funding Amendments,"Sen. Ipson, D.",,https://le.utah.gov/~2024/bills/static/SB0241.html
2024GS,SB0242,Utah Lake Modifications,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0242.html
2024GS,SB0243,Aircraft Property Tax Modifications,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0243.html
2024GS,SB0244,Professional Licensing Modifications,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0244.html
2024GS,SB0245,County Sales and Use Tax Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0245.html
2024GS,SB0246,Juvenile Justice Modifications,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0246.html
2024GS,SB0247,Revisor's Technical Corrections to Utah Code,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0247.html
2024GS,SB0248,Permitted Occupations for Minors Amendments,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0248.html
2024GS,SB0249,Public Utility Expenditures Amendments,"Sen. Blouin, N.",,https://le.utah.gov/~2024/bills/static/SB0249.html
2024GS,SB0250,Property Tax Income Requirements,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0250.html
2024GS,SB0251,Life Coaching Requirements,"Sen. Hinkins, D.",,https://le.utah.gov/~2024/bills/static/SB0251.html
2024GS,SB0252,Municipal Incorporation Revisions,"Sen. McCay, D.",incorporation,https://le.utah.gov/~2024/bills/static/SB0252.html
2024GS,SB0253,Property Assessment Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0253.html
2024GS,SB0254,Boards and Commissions Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0254.html
2024GS,SB0255,Trespassing of a Long-term Guest Amendments,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0255.html
2024GS,SB0256,Medication Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0256.html
2024GS,SB0257,Geothermal Energy Production Amendments,"Sen. Blouin, N.",,https://le.utah.gov/~2024/bills/static/SB0257.html
2024GS,SB0258,Municipal Incorporation Amendments,"Sen. Bramble, C.",incorporation,https://le.utah.gov/~2024/bills/static/SB0258.html
2024GS,SB0259,Requirements for Districts Providing Services,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0259.html
2024GS,SB0260,School Events Amendments,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0260.html
2024GS,SB0261,Opioid Settlement Proceeds Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0261.html
2024GS,SB0262,Organ Transplant Amendments,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0262.html
2024GS,SB0263,Diesel Emissions Reduction Amendments,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0263.html
2024GS,SB0264,Inland Port Authority Amendments,"Sen. Stevenson, J.",,https://le.utah.gov/~2024/bills/static/SB0264.html
2024GS,SB0265,Self-service Storage Amendments,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0265.html
2024GS,SB0266,Medical Amendments,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0266.html
2024GS,SB0267,Respite Care Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0267.html
2024GS,SB0268,First Home Investment Zone Act,"Sen. Harper, W.",zoning,https://le.utah.gov/~2024/bills/static/SB0268.html
2024GS,SB0269,Farming Equipment Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0269.html
2024GS,SB0270,Utah Lake and Great Salt Lake Study Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0270.html
2024GS,SB0271,Expungement Changes,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0271.html
2024GS,SB0272,Capital City Revitalization Zone,"Sen. McCay, D.",zoning,https://le.utah.gov/~2024/bills/static/SB0272.html
2024GS,SB0273,Amendments Relating to District Attorney in County of the First Class,"Sen. Stevenson, J.",,https://le.utah.gov/~2024/bills/static/SB0273.html
2024GS,SB0274,Administrative Law Judge Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0274.html
2024GS,SB0275,Medical Preauthorization Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0275.html
2024GS,SB0276,Sunset and Repeal Date Code Corrections,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0276.html
2024GS,SB0277,Family Leave Requirements Amendments,"Sen. Blouin, N.",,https://le.utah.gov/~2024/bills/static/SB0277.html
2025GS,HB0001,Higher Education Base Budget,"Rep. Peterson, K.",,https://le.utah.gov/~2025/bills/static/HB0001.html
2025GS,HB0002,Public Education Budget Amendments,"Rep. Whyte, S.",,https://le.utah.gov/~2025/bills/static/HB0002.html
2025GS,HB0003,Current Fiscal Year Supplemental Appropriations,"Rep. Peterson, V.",,https://le.utah.gov/~2025/bills/static/HB0003.html
2025GS,HB0004,Economic and Community Development Base Budget,"Rep. Watkins, C.",,https://le.utah.gov/~2025/bills/static/HB0004.html
2025GS,HB0005,General Government Base Budget,"Rep. Thurston, N.",,https://le.utah.gov/~2025/bills/static/HB0005.html
2025GS,HB0006,Transportation and Infrastructure Base Budget,"Rep. Welton, D.",,https://le.utah.gov/~2025/bills/static/HB0006.html
2025GS,HB0007,"National Guard, Veterans Affairs, and Legislature Base Budget","Rep. Peterson, V.",,https://le.utah.gov/~2025/bills/static/HB0007.html
2025GS,HB0008,State Agency and Higher Education Compensation Appropriations,"Rep. Brooks, W.",,https://le.utah.gov/~2025/bills/static/HB0008.html
2025GS,HB0010,Fund and Account Modifications,"Rep. Peterson, V.",,https://le.utah.gov/~2025/bills/static/HB0010.html
2025GS,HB0011,Native American Remains Review Committee Amendments,"Rep. Moss, C.",,https://le.utah.gov/~2025/bills/static/HB0011.html
2025GS,HB0012,Division of Purchasing and General Services Amendments,"Rep. Peterson, V.",,https://le.utah.gov/~2025/bills/static/HB0012.html
2025GS,HB0013,Sexual Extortion Amendments,"Rep. Wilcox, R.",,https://le.utah.gov/~2025/bills/static/HB0013.html
2025GS,HB0014,Emergency Services Personnel Amendments,"Rep. Thurston, N.",,https://le.utah.gov/~2025/bills/static/HB0014.html
2025GS,HB0015,Murdered and Missing Indigenous Relatives Task Force Amendments,"Rep. Romero, A.",,https://le.utah.gov/~2025/bills/static/HB0015.html
2025GS,HB0016,Health Facility Administrator Act Amendments,"Rep. Maloy, A. Cory",,https://le.utah.gov/~2025/bills/static/HB0016.html
2025GS,HB0017,Limitations on the Use of Polygraphs,"Rep. Romero, A.",,https://le.utah.gov/~2025/bills/static/HB0017.html
2025GS,HB0018,Petroleum Storage Tank Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2025/bills/static/HB0018.html
2025GS,HB0019,Child Labor Amendments,"Rep. Ballard, M.G.",,https://le.utah.gov/~2025/bills/static/HB0019.html
2025GS,HB0020,Property Tax Code Recodification,"Rep. Welton, D.",,https://le.utah.gov/~2025/bills/static/HB0020.html
2025GS,HB0021,Criminal Code Recodification and Cross References,"Rep. Gwynn, M.",,https://le.utah.gov/~2025/bills/static/HB0021.html
2025GS,HB0022,Prostitution Offense Amendments,"Rep. Gwynn, M.",,https://le.utah.gov/~2025/bills/static/HB0022.html
2025GS,HB0023,Insurance Modifications,"Rep. Dunnigan, J.",,https://le.utah.gov/~2025/bills/static/HB0023.html
2025GS,HB0024,Limitations on Liability Amendments,"Rep. Abbott, N.",,https://le.utah.gov/~2025/bills/static/HB0024.html
2025GS,HB0025,Retirement Amendments,"Rep. Acton, C.K.",,https://le.utah.gov/~2025/bills/static/HB0025.html
2025GS,HB0026,Road Jurisdiction Amendments,"Rep. Peterson, K.",,https://le.utah.gov/~2025/bills/static/HB0026.html
2025GS,HB0027,Voting Precinct Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2025/bills/static/HB0027.html
2025GS,HB0028,On Premise Sign Installation Amendments,"Rep. Moss, C.",,https://le.utah.gov/~2025/bills/static/HB0028.html
2025GS,HB0029,Child Visitation Amendments,"Rep. Gricius, S.",,https://le.utah.gov/~2025/bills/static/HB0029.html
2025GS,HB0030,Indian Family Preservation Act Amendments,"Rep. Romero, A.",,https://le.utah.gov/~2025/bills/static/HB0030.html
2025GS,HB0031,Offender Information Amendments,"Rep. Ballard, M.G.",,https://le.utah.gov/~2025/bills/static/HB0031.html
2025GS,HB0032,Borgstrom Brothers Memorial Highway Designation,"Rep. Peterson, T.",,https://le.utah.gov/~2025/bills/static/HB0032.html
2025GS,HB0033,Child Welfare Reporting Amendments,"Rep. Watkins, C.",,https://le.utah.gov/~2025/bills/static/HB0033.html
2025GS,HB0034,State Campgrounds Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2025/bills/static/HB0034.html
2025GS,HB0035,"Sex, Kidnap, and Child Abuse Offender Registry Modifications","Rep. Stoddard, A.",,https://le.utah.gov/~2025/bills/static/HB0035.html
2025GS,HB0036,Provo Canyon Resource Management Plan Amendments,"Rep. Bennion, G.",,https://le.utah.gov/~2025/bills/static/HB0036.html
2025GS,HB0037,Utah Housing Amendments,"Rep. Dunnigan, J.",housing,https://le.utah.gov/~2025/bills/static/HB0037.html
2025GS,HB0038,Criminal Offenses Modifications,"Rep. Wilcox, R.",,https://le.utah.gov/~2025/bills/static/HB0038.html
2025GS,HB0039,Correctional Health Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2025/bills/static/HB0039.html
2025GS,HB0040,School Safety Amendments,"Rep. Wilcox, R.",,https://le.utah.gov/~2025/bills/static/HB0040.html
2025GS,HB0041,State Water Policy Amendments,"Rep. Albrecht, C.",,https://le.utah.gov/~2025/bills/static/HB0041.html
2025GS,HB0042,English Learner Amendments,"Rep. Pierucci, C.",,https://le.utah.gov/~2025/bills/static/HB0042.html
2025GS,HB0043,Education Program Sunset Amendments,"Rep. Peterson, K.",,https://le.utah.gov/~2025/bills/static/HB0043.html
2025GS,HB0044,Private Airport Notice Amendments,"Rep. Ballard, M.G.",,https://le.utah.gov/~2025/bills/static/HB0044.html
2025GS,HB0045,Irrigation Amendments,"Rep. Shipp, R.P.",,https://le.utah.gov/~2025/bills/static/HB0045.html
2025GS,HB0046,Water Rights Applications Amendments,"Rep. Owens, D.",,https://le.utah.gov/~2025/bills/static/HB0046.html
2025GS,HB0047,Public Lands Watering Rights Amendments,"Rep. Albrecht, C.",,https://le.utah.gov/~2025/bills/static/HB0047.html
2025GS,HB0048,Wildland Urban Interface Modifications,"Rep. Snider, C.",,https://le.utah.gov/~2025/bills/static/HB0048.html
2025GS,HB0049,Juror Eligibility Amendments,"Rep. Ballard, M.G.",,https://le.utah.gov/~2025/bills/static/HB0049.html
2025GS,HB0050,Occupational Safety and Health Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2025/bills/static/HB0050.html
2025GS,HB0051,Higher Education Reporting Amendments,"Rep. Peterson, K.",,https://le.utah.gov/~2025/bills/static/HB0051.html
2025GS,HB0052,Health Insurance Modifications,"Rep. Pierucci, C.",,https://le.utah.gov/~2025/bills/static/HB0052.html
2025GS,HB0053,Litter Cleanup Amendments,"Rep. Ivory, K.",,https://le.utah.gov/~2025/bills/static/HB0053.html
2025GS,HB0054,Cannabinoid Amendments,"Rep. Dailey-Provost, J.",,https://le.utah.gov/~2025/bills/static/HB0054.html
2025GS,HB0055,County Office Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2025/bills/static/HB0055.html
2025GS,HB0056,Civil Commitment Modifications,"Rep. Eliason, S.",,https://le.utah.gov/~2025/bills/static/HB0056.html
2025GS,HB0057,Residential Solar Panel Consumer Protection Amendments,"Rep. Jack, C.",,https://le.utah.gov/~2025/bills/static/HB0057.html
2025GS,HB0058,Building Inspector Amendments,"Rep. Peterson, T.",,https://le.utah.gov/~2025/bills/static/HB0058.html
2025GS,HB0059,Fireworks Modifications,"Rep. Dunnigan, J.",,https://le.utah.gov/~2025/bills/static/HB0059.html
2025GS,HB0060,State Tax Amendments,"Rep. Eliason, S.",,https://le.utah.gov/~2025/bills/static/HB0060.html
2025GS,HB0061,Tax Withholding Amendments,"Rep. Bolinder, B.",,https://le.utah.gov/~2025/bills/static/HB0061.html
2025GS,HB0062,Property Tax Act Modifications,"Rep. Eliason, S.",,https://le.utah.gov/~2025/bills/static/HB0062.html
2025GS,HB0063,Criminal Justice and Mental Health Coordination Amendments,"Rep. Dailey-Provost, J.",,https://le.utah.gov/~2025/bills/static/HB0063.html
2025GS,HB0064,Public Official Bonding Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2025/bills/static/HB0064.html
2025GS,HB0065,Firefighter Cancer Amendments,"Rep. Snider, C.",,https://le.utah.gov/~2025/bills/static/HB0065.html
2025GS,HB0066,Ritual Abuse Amendments,"Rep. Ivory, K.",,https://le.utah.gov/~2025/bills/static/HB0066.html
2025GS,HB0067,Precious Metals Investment and Administration Amendments,"Rep. Ivory, K.",,https://le.utah.gov/~2025/bills/static/HB0067.html
2025GS,HB0068,Insurance Funds Amendments,"Rep. Dunnigan, J.",,https://le.utah.gov/~2025/bills/static/HB0068.html
2025GS,HB0069,Government Records and Information Amendments,"Rep. Gricius, S.",,https://le.utah.gov/~2025/bills/static/HB0069.html
2025GS,HB0070,Decommissioned Asset Disposition Amendments,"Rep. Walter, N.",,https://le.utah.gov/~2025/bills/static/HB0070.html
2025GS,HB0071,Committee of Consumer Services Sunset Amendments,"Rep. Owens, D.",,https://le.utah.gov/~2025/bills/static/HB0071.html
2025GS,HB0072,Electricity Rate Amendments,"Rep. Albrecht, C.",,https://le.utah.gov/~2025/bills/static/HB0072.html
2025GS,HB0073,Administrative Procedures Act Amendments,"Rep. Lisonbee, K.",,https://le.utah.gov/~2025/bills/static/HB0073.html
2025GS,HB0074,Foreign Judgment Amendments,"Rep. Auxier, T.",,https://le.utah.gov/~2025/bills/static/HB0074.html
2025GS,HB0075,Reauthorization of Administrative Rules,"Rep. Gricius, S.",,https://le.utah.gov/~2025/bills/static/HB0075.html
2025GS,HB0076,Public Education Revisions,"Rep. Miller, T.",,https://le.utah.gov/~2025/bills/static/HB0076.html
2025GS,HB0077,Flag Display Amendments,"Rep. Lee, T.",,https://le.utah.gov/~2025/bills/static/HB0077.html
2025GS,HB0078,Criminal Offenses Amendments,"Rep. Gwynn, M.",,https://le.utah.gov/~2025/bills/static/HB0078.html
2025GS,HB0079,Adaptive Driving Equipment Amendments,"Rep. Watkins, C.",,https://le.utah.gov/~2025/bills/static/HB0079.html
2025GS,HB0080,Disorderly Conduct Amendments,"Rep. Brooks, W.",,https://le.utah.gov/~2025/bills/static/HB0080.html
2025GS,HB0081,Fluoride Amendments,"Rep. Gricius, S.",,https://le.utah.gov/~2025/bills/static/HB0081.html
2025GS,HB0082,Law Enforcement Modifications,"Rep. Gwynn, M.",,https://le.utah.gov/~2025/bills/static/HB0082.html
2025GS,HB0083,Child Welfare Modifications,"Rep. Watkins, C.",,https://le.utah.gov/~2025/bills/static/HB0083.html
2025GS,HB0084,Vaccine Amendments,"Rep. Lee, T.",,https://le.utah.gov/~2025/bills/static/HB0084.html
2025GS,HB0085,Environmental Permitting Modifications,"Rep. Clancy, T.",,https://le.utah.gov/~2025/bills/static/HB0085.html
2025GS,HB0086,Homeowners' Association Requirements,"Rep. Brooks, W.",,https://le.utah.gov/~2025/bills/static/HB0086.html
2025GS,HB0087,Drug Trafficking Amendments,"Rep. Gwynn, M.",,https://le.utah.gov/~2025/bills/static/HB0087.html
2025GS,HB0088,Housing Policy Amendments,"Rep. Ward, R.",housing,https://le.utah.gov/~2025/bills/static/HB0088.html
2025GS,HB0089,Water Transfer Amendments,"Rep. Bennion, G.",,https://le.utah.gov/~2025/bills/static/HB0089.html
2025GS,HB0090,Zoning Amendments,"Rep. Ward, R.",zoning,https://le.utah.gov/~2025/bills/static/HB0090.html
2025GS,HB0091,Technical College Amendments,"Rep. Watkins, C.",,https://le.utah.gov/~2025/bills/static/HB0091.html
2025GS,HB0092,Private Individual Force and Detention Amendments,"Rep. Brooks, W.",,https://le.utah.gov/~2025/bills/static/HB0092.html
2025GS,HB0093,Rehabilitation Services Modifications,"Rep. Hall, K.",,https://le.utah.gov/~2025/bills/static/HB0093.html
2025GS,HB0094,Exemptions from Dangerous Weapons Provisions,"Rep. Roberts, C.",,https://le.utah.gov/~2025/bills/static/HB0094.html
2025GS,HB0095,Financial Disclosure Revisions,"Rep. Petersen, M.",,https://le.utah.gov/~2025/bills/static/HB0095.html
2025GS,HB0096,Fraud Amendments,"Rep. Cutler, P.",,https://le.utah.gov/~2025/bills/static/HB0096.html
2025GS,HB0097,Private Postsecondary Education Modifications,"Rep. Whyte, S.",,https://le.utah.gov/~2025/bills/static/HB0097.html
2025GS,HB0098,Landowner Liability Amendments,"Rep. Shallenberger, D.",,https://le.utah.gov/~2025/bills/static/HB0098.html
2025GS,HB0099,Residential Mortgage Loan Amendments,"Rep. Bennion, G.",,https://le.utah.gov/~2025/bills/static/HB0099.html
2025GS,HB0100,Food Security Amendments,"Rep. Clancy, T.",,https://le.utah.gov/~2025/bills/static/HB0100.html
2025GS,HB0101,Ballot Proposition Amendments,"Rep. Romero, A.",,https://le.utah.gov/~2025/bills/static/HB0101.html
2025GS,HB0102,Class Size Reduction Amendments,"Rep. Moss, C.",,https://le.utah.gov/~2025/bills/static/HB0102.html
2025GS,HB0103,State Land Access Road Amendments,"Rep. Shelley, T.",,https://le.utah.gov/~2025/bills/static/HB0103.html
2025GS,HB0104,Firearm Safety in Schools Amendments,"Rep. Shipp, R.P.",,https://le.utah.gov/~2025/bills/static/HB0104.html
2025GS,HB0105,Criminal Code Modifications,"Rep. Gwynn, M.",,https://le.utah.gov/~2025/bills/static/HB0105.html
2025GS,HB0106,Income Tax Revisions,"Rep. Christofferson, K.",,https://le.utah.gov/~2025/bills/static/HB0106.html
2025GS,HB0107,University Facilities Financing Amendments,"Rep. Walter, N.",,https://le.utah.gov/~2025/bills/static/HB0107.html
2025GS,HB0108,Fraudulent Deed Amendments,"Rep. Walter, N.",,https://le.utah.gov/~2025/bills/static/HB0108.html
2025GS,HB0109,Municipal Election Amendments,"Rep. Abbott, N.",,https://le.utah.gov/~2025/bills/static/HB0109.html
2025GS,HB0110,Combined Basic Tax Rate Reduction,"Rep. Auxier, T.",,https://le.utah.gov/~2025/bills/static/HB0110.html
2025GS,HB0111,Workers' Compensation Amendments,"Rep. Loubet, A.",,https://le.utah.gov/~2025/bills/static/HB0111.html
2025GS,HB0112,Motor Vehicle Safety Inspection Modifications,"Rep. Lisonbee, K.",,https://le.utah.gov/~2025/bills/static/HB0112.html
2025GS,HB0113,Certificate of Death Amendments,"Rep. Bolinder, B.",,https://le.utah.gov/~2025/bills/static/HB0113.html
