legistar_matter_id,matter_file,name,title,matter_type,status,intro_body,intro_date,agenda_date,passed_date,enactment_number,application_id
6581,26-052,,City Council receiving an updated on the Sandy Amphitheater,Informational Report,Agenda Ready - Work Session,City Council,2026-02-20,2026-02-24,,,
6582,26-053,,"Approval of the January 20, 2026 Draft Minutes",Resolution,Consent Agenda,City Council,2026-02-20,2026-02-24,,,
6583,CUP01272026-007107,,"Waddoups Accessory Structure (Conditional Use Permit) 20 Rollingwood Ln. [Community 28, Pepper Dell]",Planning Item,Passed,Planning Commission,2026-02-23,2026-03-05,2026-03-05,,6583
6584,26-055,,"Approval of the January 27, 2026 Draft Minutes",Appointment,Consent Agenda,City Council,2026-02-24,2026-03-03,,,
6585,SPR04172025-006955,,"Mark Ray Medical/Dental Office - Commercial Site Plan Review 7865 S 700 East [Community #6, High Point]",Planning Item,Passed,Planning Commission,2026-02-24,2026-03-05,2026-03-05,,6585
6586,SUB12082025-007089,,"Silver Sage Estates Subdivision (Preliminary Subdivision Review) 10175 S Dimple Dell Rd. [Community 29, The Dell]",Planning Item,Tabled,Planning Commission,2026-02-24,2026-03-05,,,6586
6587,SPX02202026-007116,,"Silver Sage Estates Subdivision (Special Exceptions) 10175 S Dimple Dell Rd [Community 3, The Dell]",Planning Item,Tabled,Planning Commission,2026-02-24,2026-03-05,,,6587
6588,SUB07182025-007000,,"Monroe Street Center Commercial Condo (Condominium Amendment) 111 W 9000 S [Community 2, Civic Center]",Planning Item,Passed,Planning Commission,2026-02-24,2026-03-05,2026-03-05,,6588
6589,REZ11202025-007084 (CC1st),,"Community Development Department presenting the Fortner Rezone application (File #REZ11202025-007084), requesting that .65 acres be rezoned from the R-1-10 Zone to the RM(12) Zone.",Informational Report,Agenda Ready,City Council,2026-02-25,2026-03-03,,,
6590,26-061,,Field Trip Map,Informational Report,Agenda Ready,Planning Commission,2026-02-25,2026-03-05,,,
6591,26-062,,"Minutes from the February 19, 2026 Meeting",Minutes,Agenda Ready,Planning Commission,2026-02-25,2026-03-05,,,
6592,26-063,,Development Report,Informational Report,Agenda Ready,Planning Commission,2026-02-25,2026-03-05,,,
6593,REZ01132026-007102 (CC1st),,"Community Development Department presenting the 106 Church Rezone application (File #REZ01132026-007102), requesting that 1.94 acres be rezoned from the R-1-40A Zone to the R-1-10 Zone.",Informational Report,Agenda Ready,City Council,2026-02-25,2026-03-03,,,
6594,26-065,,First Reading: Council Member Houseman proposing an addition to Title 4 of the Sandy Municipal Code addressing limits on full time benefited positions.,Informational Report,Agenda Ready - Work Session,City Council,2026-02-26,2026-03-03,,,
6595,ANX02262026-007119(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-09C indicating the intent to annex a parcel of contiguous unincorporated area located at 2587 E Little Cottonwood Road (approximately .26 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6596,ANX02262026-007120(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-10C indicating the intent to annex parcels of contiguous unincorporated area located at 9876 S. 2700 E.(approximately 1.06 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6597,ANX02262026-007121(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-11C indicating the intent to annex a parcel of contiguous unincorporated area located at 9635 S 3100 E (approximately .79 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6598,26-069,,"Approval of the February 10, 2026 Draft Minutes",Minutes,Consent Agenda,City Council,2026-02-26,2026-03-03,,,
6599,ANX02262026-007122(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-12C indicating the intent to annex a parcel of contiguous unincorporated area located at 2875 E 9460 S (approximately .54 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6600,ANX02262026-007123(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-13C indicating the intent to annex a parcel of contiguous unincorporated area located at 3017 E Granite Meadow Lane (approximately .97 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6601,ANX02262026-007124(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-14C indicating the intent to annex a parcel of contiguous unincorporated area located at 9620 S 3100 E (approximately .70 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6602,ANX02262026-007125(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-15C indicating the intent to annex a parcel of contiguous unincorporated area located at 2995 E Mt Jordan Road (approximately 1.59 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6603,ANX02262026-007126(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-16C indicating the intent to annex a parcel of contiguous unincorporated area located at 9565 S Wasatch Blvd (approximately 10.63 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6604,ANX02262026-007127(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-17C indicating the intent to annex a contiguous property located at 10424 S Dimple Dell Road (approximately 2.56 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6605,ANX02262026-007128(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-18C indicating the intent to annex a parcel of contiguous unincorporated area located at 10524 S Dimple Dell Road (approximately 2.91 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6606,ANX02262026-007129(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-19C indicating the intent to annex a parcel of contiguous unincorporated area located at 10209 S Dimple Dell Road (approximately 1.63 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6607,ANX02262026-007132(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-20C indicating the intent to annex a parcel of contiguous unincorporated area located at 3149 E 9800 S (approximately 1.08 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6608,ANX02262026-007133(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-21C indicating the intent to annex parcels of contiguous unincorporated area located at 2998 E Apple Hollow Cove (approximately 3.81 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6609,ANX02262026-007134(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-22C indicating the intent to annex parcels of contiguous unincorporated area located at 9682 S Oakwood Lane (approximately 1.09 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6610,ANX02262026-007135(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-23C indicating the intent to annex a parcel contiguous unincorporated area located at 2627 E 10000 S (approximately 2.45 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6611,ANX02262026-007136(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-24C indicating the intent to annex a parcel of contiguous unincorporated area located at 10116 S Altavilla Dr (approximately 1.61 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6612,ANX02262026-007137(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-25C indicating the intent to annex a parcel of contiguous unincorporated area located at 10345 S Altavilla Dr (approximately 1.63 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6613,ANX02262026-007138(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-26C indicating the intent to annex a parcel of contiguous unincorporated area located at 10364 S Altavilla Dr (approximately 1.01 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6614,ANX02262026-007139(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-27C indicating the intent to annex parcels of contiguous unincorporated area located at 9538 S Deer Run Place, 2802 E Ksel Dr. and 2798 E Ksel Dr. (approximately 1.51 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6615,ANX02262026-007140(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-28C indicating the intent to annex parcels of contiguous unincorporated area located at 10093 S Alta Villa Dr., 10088 S Grouse Creek and 10058 S Grouse Creek (approximately 3.65 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6616,ANX02262026-007141(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-29C indicating the intent to annex parcels of contiguous unincorporated area located at 10149 S Altavilla Dr. and 10181 S Altavilla Dr. (approximately 3.2 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6617,ANX02262026-007142(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-30C indicating the intent to annex parcels of contiguous unincorporated area located at 9516 S Hidden Pine Lane and 9525 S Hidden Pine Lane (approximately 1.25 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6618,ANX02262026-007143(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-31C indicating the intent to annex parcels of contiguous unincorporated area located at 3249, 3251 and 3269 E Little Cottonwood Road (approximately 2.93 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6619,ANX02262026-007144(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-32C indicating the intent to annex parcels of contiguous unincorporated area located at 4118, 4124, 4246 E Little Cottonwood Road, 4010 E Alta Approach Rd. and the Alta Approach Condominiums (approximately 13.12 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6620,ANX02262026-007145(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-33C indicating the intent to annex parcels of contiguous unincorporated area located at 3877, 3855 and 3863 E Alta Approach Rd (approximately 2.89 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
6621,ANX02262026-007146(R),,"The Community Development Department is recommending the City Council adopt Resolution #26-34C indicating the intent to annex parcels of contiguous unincorporated area located at 3023, 3033, 3020 and 3030 E Janke Flats Lane (approximately 2.34 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Agenda Ready,City Council,2026-02-26,2026-03-03,,,
